"","Name","Team","G","points","ADP"
"433","Aroldis Chapman","PIT",58.2944,164.02105,380.230010986328
"434","Erik Swanson","TOR",59.2594,163.6834,513.169982910156
"435","James McArthur","KCR",56.6217,163.63385,346.670013427734
"436","Mauricio Dubón","HOU",85.627,163.569779788,488.790008544922
"437","Kevin Ginkel","ARI",61.2781,163.30835,464.149993896484
"438","Yan Gomes","CHC",97.5422,163.27144075,357.600006103516
"439","Robbie Grossman","",96.3725,163.259063435,750.75
"440","Aaron Hicks","LAA",97.1641,163.04828505,618.97998046875
"441","Tyler Wells","BAL",38.0616,162.61311,349.170013427734
"442","Nicky Lopez","CHW",109.428,162.464145568,621.72998046875
"443","Anthony DeSclafani","MIN",30.2904,162.1046,536.650024414062
"444","Nick Madrigal","CHC",84.2615,162.06349196,665.960021972656
"445","Michael Kopech","CHW",25.5888,161.37325,481.769989013672
"446","Adrian Houser","NYM",30.0712,161.3357,535.309997558594
"447","Nick Senzel","WSN",98.3306,161.173985583,419.190002441406
"448","Adam Frazier","KCR",84.5518,161.057709427,600.330017089844
"449","Austin Wells","NYY",88.7291,160.803880423,303.230010986328
"450","Brenton Doyle","COL",125.426,160.59617332,400.440002441406
"451","Alex Cobb","SFG",16.1736,160.41305,473.769989013672
"452","David Robertson","TEX",57.3481,160.2242,316.350006103516
"453","Joshua Palacios","PIT",91.147,159.940107942,589.309997558594
"454","Luke Raley","SEA",105.39,159.41796522,334
"455","Randy Vásquez","SDP",21.2171,159.1724,562.190002441406
"456","Matt Strahm","PHI",58.8149,158.6197,487.850006103516
"457","Manuel Margot","MIN",78.6445,158.46798774,657.5
"458","Mike Tauchman","CHC",89.1935,158.438606907,643.039978027344
"459","Max Scherzer","TEX",12.8696,157.92235,307.059997558594
"460","Isiah Kiner-Falefa","TOR",92.5716,157.522643275,533.5
"461","Liover Peguero","PIT",104.868,157.501159176,392.980010986328
"462","Pete Crow-Armstrong","CHC",109.334,157.14609408,360.290008544922
"463","Michael Soroka","CHW",23.5834,156.264,528.349975585938
"464","Luis Medina","OAK",22.9992,155.84065,999
"465","Harold Ramírez","TBR",78.6966,155.599353296,596.789978027344
"466","Enrique Hernández","LAD",81.0447,155.452480472,597.650024414062
"467","Javier Assad","CHC",38.4356,155.20965,516.849975585938
"468","Gio Urshela","DET",81.9638,155.123397839,570.380004882812
"469","Jhony Brito","SDP",37.956,155.0611051,547.47998046875
"470","Mark Vientos","NYM",99.3373,155.003197253,518.400024414062
"471","Zach McKinstry","DET",93.1594,152.963804517,419
"472","Jeff Hoffman","PHI",57.9675,152.9297,447.100006103516
"473","Travis d'Arnaud","ATL",80.8744,151.692441756,387.459991455078
"474","Julian Merryweather","CHC",60.3352,151.0949,532.190002441406
"475","James Paxton","LAD",18.3262,150.86875,315.709991455078
"476","Brusdar Graterol","LAD",59.6,150.02875,418.380004882812
"477","Tristan Beck","SFG",30.3567,149.886,639.940002441406
"478","Michael Lorenzen","",21.7018,149.78728,529.669982910156
"479","Darell Hernaiz","OAK",87.7087,149.43249378,999
"480","Giovanny Gallegos","STL",58.5344,149.33655,541
"481","Hunter Goodman","COL",78.4528,149.258164632,420.480010986328
"482","Cavan Biggio","TOR",95.8936,149.241193728,452.209991455078
"483","Matt Manning","DET",22.8639,149.2052,438.75
"484","Will Brennan","CLE",77.5229,149.136907285,644.169982910156
"485","Jake Irvin","WSN",22.9561,148.2124,999
"486","Scott Barlow","CLE",62.8792,147.7372,472.380004882812
"487","Marco Luciano","SFG",116.598,147.72137587,999
"488","Patrick Wisdom","CHC",91.7831,147.515874513,545.47998046875
"489","Robert Gasser","MIL",21.64,147.42605,999
"490","Joey Gallo","WSN",108.936,147.355910174,530.150024414062
"491","Tyrone Taylor","NYM",84.7319,147.354842733,571.02001953125
"492","Dominic Fletcher","CHW",98.11,147.156573268,613.52001953125
"493","Patrick Corbin","WSN",27.5997,146.72905,719.669982910156
"494","Jonny DeLuca","TBR",94.0737,146.662779643,556
"495","Joey Ortiz","MIL",92.7493,146.156125048,435.019989013672
"496","Ryne Nelson","ARI",26.7007,146.1275,608.75
"497","Domingo Germán","",16.6977,145.26735,545.349975585938
"498","Brandon Belt","",77.0986,145.072245512,548.97998046875
"499","Johan Rojas","PHI",90.3607,145.020010064,361.420013427734
"500","Joe Boyle","OAK",25.0921,144.3058,437.670013427734
"501","Abraham Toro","OAK",94.621,143.766258964,672.27001953125
"502","Garrett Cooper","",88.5441,143.741345832,607.289978027344
"503","Michael A. Taylor","",96.6813,143.523561749,572.630004882812
"504","Marco Gonzales","PIT",25.9038,142.89855,605.22998046875
"505","Luis Urías","SEA",89.061,142.852731552,553.940002441406
"506","Victor Robles","WSN",97.0433,142.73538718,573.630004882812
"507","Joel Payamps","MIL",60.6064,142.11215,524.099975585938
"508","Patrick Bailey","SFG",104.85,141.806822149,999
"509","Aaron Ashby","MIL",33.1858,141.6079277,408
"510","Joe Jiménez","ATL",60.6115,141.38315,669.460021972656
"511","Luis Matos","SFG",66.8272,140.498814075,463.649993896484
"512","Jesse Winker","",76.2695,140.263954644,726.22998046875
"513","Seranthony Domínguez","PHI",59.7105,140.151,658.22998046875
"514","Yimi García","TOR",58.6697,139.89275,724.789978027344
"515","Tylor Megill","NYM",33.3023,139.8391,546.059997558594
"516","Jake Meyers","HOU",95.6175,139.800298268,575.099975585938
"517","Colin Poche","TBR",59.5643,139.6938,640.440002441406
"518","Mickey Moniak","LAA",94.5168,139.421694322,422.309997558594
"519","Nick Fortes","MIA",90.1063,138.770048804,487.040008544922
"520","Jordan Lawlar","ARI",83.7848,138.064323373,317.670013427734
"521","Jake Rogers","DET",97.3884,137.64682037,330.209991455078
"522","Chris Martin","BOS",58.6136,136.9433,453.980010986328
"523","Jordan Lyles","KCR",30.958,136.87925,748.380004882812
"524","Trevor Megill","MIL",52.7996,136.49405,685.400024414062
"525","Ezequiel Duran","TEX",81.9079,136.4838792,344.690002441406
"526","Gavin Sheets","CHW",78.0716,136.325219764,685.349975585938
"527","Trevor Stephan","CLE",60.4883,135.8653,728.289978027344
"528","Taylor Rogers","SFG",57.3938,135.76135,690.419982910156
"529","Casey Mize","DET",18.166,135.5603,461.540008544922
"530","Jason Foley","DET",60.1831,135.4575,473.019989013672
"531","Elvis Andrus","",74.9785,135.39176434,703.190002441406
"532","John Schreiber","KCR",57.9087,135.328,718.650024414062
"533","Gregory Soto","PHI",64.0277,135.05725,607.27001953125
"534","Bailey Falter","PIT",37.8819,135.01325,725.400024414062
"535","Abner Uribe","MIL",57.8605,134.42555,489.459991455078
"536","Joey Votto","",80.072,134.20081048,689.940002441406
"537","Lucas Erceg","OAK",61.7465,134.1528,565.400024414062
"538","Santiago Espinal","TOR",78.7301,133.636944519,739.169982910156
"539","José Caballero","TBR",86.4729,133.5043947,392.829986572266
"540","Brock Stewart","MIN",54.7296,133.50425,632.960021972656
"541","Shawn Armstrong","TBR",55.766,133.1854,748.5
"542","JoJo Romero","STL",50.2901,132.8918,679.25
"543","Randal Grichuk","ARI",71.869,132.83847509,601.460021972656
"544","Emilio Pagán","CIN",61.6938,132.57415,662.900024414062
"545","Kyle Freeland","COL",28.0522,132.562,739.77001953125
"546","David Peterson","NYM",25.9837,132.52055,646.72998046875
"547","Brandon Crawford","",81.1866,132.31616108,750.77001953125
"548","Alex Vesia","LAD",56.6015,131.64515,734.539978027344
"549","Stone Garrett","WSN",86.6505,131.367325782,498.649993896484
"550","Griffin Jax","MIN",54.3042,131.27425,525.330017089844
"551","Akil Baddoo","DET",77.7713,130.734466227,699.059997558594
"552","Aaron Bummer","ATL",57.6867,130.52145,743.900024414062
"553","Ian Hamilton","NYY",52.2096,130.0254,719.190002441406
"554","Josh Rojas","SEA",81.6624,129.879820496,486.5
"555","Ceddanne Rafaela","BOS",74.1661,129.805221912,378.880004882812
"556","Gregory Santos","SEA",58.1249,129.7891,999
"557","Pierce Johnson","ATL",57.5055,129.6988,657.97998046875
"558","Andy Ibáñez","DET",69.4739,129.685441834,683.77001953125
"559","Adam Ottavino","NYM",61.3217,129.6754,626.210021972656
"560","Josh Sborz","TEX",56.3378,129.5136,576.419982910156
"561","Austin Gomber","COL",25.9346,129.4426,748.309997558594
"562","Orion Kerkering","PHI",51.6707,129.24675,999
"563","Drew Waters","KCR",86.7431,127.612362862,477.440002441406
"564","Miguel Rojas","LAD",69.3786,127.157004977,737.919982910156
"565","Connor Wong","BOS",100.823,126.87256995,335.290008544922
"566","Joe Kelly","LAD",53.7416,126.74285,741.440002441406
"567","Cal Quantrill","COL",26.4295,126.42975,710.400024414062
"568","Tyler Kinley","COL",58.8174,126.31755,514.559997558594
"569","Jean Segura","CLE",65.2276,126.084695286,744.599975585938
"570","Will Vest","DET",57.5639,125.9847,716.5
"571","Garrett Crochet","CHW",51.5761,125.977995,552.039978027344
"572","Mark Leiter Jr.","CHC",56.3867,125.8284,730.190002441406
"573","Tyler Black","MIL",63.9675,125.749936368,999
"574","Phil Maton","TBR",58.5885,125.707455,731.809997558594
"575","Sam Hentges","CLE",56.5086,125.54402,750.380004882812
"576","Caleb Ferguson","NYY",57.4172,125.3979,738.080017089844
"577","Woo-Suk Go","SDP",57.2901,125.2858,999
"578","Brooks Raley","NYM",60.8704,124.5868,744
"579","Garrett Mitchell","MIL",84.721,123.541014296,383.600006103516
"580","Dany Jiménez","OAK",52.9244,123.535,577.210021972656
"581","Kirby Yates","TEX",58.8758,123.35635,566.5
"582","Enyel De Los Santos","SDP",60.5629,123.281235,740.669982910156
"583","Caleb Thielbar","MIN",53.3703,123.06774,746.349975585938
"584","Chad Green","TOR",48.2281,122.5257,695.650024414062
"585","Yasmani Grandal","PIT",80.289,122.51644534,566.059997558594
"586","Donovan Solano","",78.8546,122.243776621,722.039978027344
"587","Trevor Williams","WSN",33.2559,122.005224,749.710021972656
"588","Jordan Diaz","OAK",75.9928,121.56887555,550.849975585938
"589","Drew Smyly","CHC",44.3828,121.3833,622.789978027344
"590","Brock Burke","TEX",53.9605,121.35355,749.940002441406
"591","Dauri Moreta","PIT",52.4927,121.28235,728.900024414062
"592","Tim Mayza","TOR",61.3409,120.86829,749.27001953125
"593","Gary Sánchez","MIL",69.023,120.85696164,374.25
"594","Yariel Rodriguez","TOR",42.3523,119.98445,999
"595","Dominic Canzone","SEA",65.026,119.914927116,674.97998046875
"596","Clayton Kershaw","LAD",10.0417,119.63405,437.880004882812
"597","Zack Greinke","",18.3005,119.40755,748.130004882812
"598","Ryan Walker","SFG",51.2517,119.33706,744.789978027344
"599","David Peralta","",67.4058,118.90606187,999
"600","Lawrence Butler","OAK",80.3946,118.888181138,645.460021972656
"601","Andrew Chafin","DET",59.3683,118.3516,740.47998046875
"602","Kyle Farmer","MIN",73.3514,118.21283609,473.149993896484
"603","Danny Coulombe","BAL",56.3046,118.10025,742.400024414062
"604","Joe Ross","MIL",25.3225,117.8098,667.190002441406
"605","Ramón Urías","BAL",77.831,117.568327,697.900024414062
"606","Aledmys Díaz","OAK",77.9611,117.549706213,737.900024414062
"607","Max Meyer","MIA",15.7119,117.50305,429.230010986328
"608","Gabe Speier","SEA",57.741,117.39242,745.440002441406
"609","Alec Burleson","STL",59.8862,116.870117102,632.27001953125
"610","Hoby Milner","MIL",60.1025,116.646975,746.809997558594
"611","Matt Moore","LAA",50.9061,116.5748,713.809997558594
"612","Avisaíl García","MIA",80.8755,116.403380732,671.059997558594
"613","Roansy Contreras","PIT",40.3022,116.045569,648.960021972656
"614","René Pinto","TBR",104.762,116.007913432,368.269989013672
"615","Tommy Kahnle","NYY",50.9971,115.7548,694.47998046875
"616","Jake McCarthy","ARI",63.3045,115.24871305,427.290008544922
"617","Tyler Rogers","SFG",63.9129,114.9549,729.130004882812
"618","Paul DeJong","CHW",92.611,114.892211578,594.059997558594
"619","Heston Kjerstad","BAL",67.5612,114.652013052,499.059997558594
"620","Andruw Monasterio","MIL",71.5262,114.23198435,644.080017089844
"621","Ji Hwan Bae","PIT",69.7787,114.070154832,495.940002441406
"622","Tyler Holton","DET",50.5828,114.06358,719.400024414062
"623","Josh Winckowski","BOS",54.1079,113.68565,670.539978027344
"624","Chris Stratton","KCR",60.3428,113.33455,749.080017089844
"625","Eli Morgan","CLE",50.0604,113.310245,999
"626","Ryan Brasier","LAD",55.8415,113.045015,742.330017089844
"627","Colin Holderman","PIT",58.3433,112.79,745.849975585938
"628","Sawyer Gipson-Long","DET",26.6765,112.765,414.100006103516
"629","José Soriano","LAA",55.895,112.53961,999
"630","Scott McGough","ARI",51.6567,112.44875,750.210021972656
"631","Andrew Kittredge","STL",49.4923,112.08385,663.52001953125
"632","James Karinchak","CLE",48.2849,111.92215,745.919982910156
"633","Miguel Andujar","OAK",59.0713,111.848858505,674.77001953125
"634","Nick Gordon","MIA",68.8736,111.49305146,607.460021972656
"635","Luis L. Ortiz","PIT",23.5759,111.1889,688.5
"636","Taylor Walls","TBR",73.8082,111.090085518,526.150024414062
"637","Tanner Rainey","WSN",51.7503,110.48875,696.960021972656
"638","Luke Jackson","SFG",56.2267,110.331085,999
"639","Rafael Montero","HOU",55.314,110.240195,999
"640","Joey Wendle","NYM",80.0916,110.083927825,734.25
"641","Shelby Miller","DET",46.7528,109.61865,503
"642","Daniel Lynch IV","KCR",23.3482,108.89955,723.5
"643","Christian Bethancourt","MIA",75.7556,108.898017168,470.149993896484
"644","Miguel Vargas","LAD",52.8193,108.832227051,492.829986572266
"645","Cole Irvin","BAL",34.4224,108.77355,638.47998046875
"646","Lucas Sims","CIN",55.7766,108.1654,612.400024414062
"647","Prelander Berroa","CHW",46.4951,108.14575,546.77001953125
"648","Josh Donaldson","",59.0328,107.958697193,745.710021972656
"649","Tom Cosgrove","SDP",53.8333,107.646915,750.830017089844
"650","Nick Sandlin","CLE",55.9835,107.5162845,999
"651","Jose Trevino","NYY",72.3739,107.474938926,541.52001953125
"652","Christian Vázquez","MIN",75.112,107.445447764,517.52001953125
"653","Cody Bradford","TEX",31.4975,106.97305,667.77001953125
"654","Trevor Gott","OAK",58.2784,106.1674,714.349975585938
"655","Hayden Wesneski","CHC",29.3147,106.1175,552.960021972656
"656","Emmanuel Rivera","ARI",59.9002,105.850176352,746.919982910156
"657","Joey Wiemer","MIL",69.5778,105.815974369,524.460021972656
"658","Ildemaro Vargas","WSN",60.1573,105.620698255,999
"659","Pedro Avila","SDP",22.435,105.6019,712.349975585938
"660","DJ Stewart","NYM",68.8593,105.558062819,639.190002441406
"661","Matt Waldron","SDP",15.618,105.28465,749.960021972656
"662","Jared Triolo","PIT",65.2465,104.621173958,557.25
"663","Victor Caratini","HOU",67.7031,104.532716848,537.47998046875
"664","Kolten Wong","",61.4355,104.52912616,747.919982910156
"665","Austin Slater","SFG",72.9852,104.29593196,744.22998046875
"666","Anthony Bender","MIA",48.8865,103.9897,721.919982910156
"667","Dominic Smith","",58.4202,103.751013295,736.47998046875
"668","Trevor Richards","TOR",44.7788,103.5892,746.72998046875
"669","Rob Refsnyder","BOS",63.4097,103.424943696,999
"670","Steven Okert","MIN",50.2613,103.34347,999
"671","Miguel Castro","ARI",56.7322,103.2128,750.710021972656
"672","Wandy Peralta","SDP",53.2359,103.17275,733.75
"673","Ryne Stanek","",52.4125,102.94941,999
"674","Collin McHugh","",41.8191,102.91355,999
"675","Chris Flexen","CHW",25.1435,102.87238,736.190002441406
"676","Steven Wilson","SDP",51.6024,102.573105,999
"677","Jordan Weems","WSN",56.9422,102.4554155,999
"678","Touki Toussaint","CHW",30.3118,102.30745,746.809997558594
"679","Ryan Feltner","COL",19.9077,101.8994,749.830017089844
"680","Luis García","LAA",58.2034,101.881515,999
"681","John McMillon","KCR",50.6276,101.8774,651.349975585938
"682","Drew Smith","NYM",54.2005,101.54175,999
"683","Jonathan Loáisiga","NYY",46.5411,101.2883,676.47998046875
"684","José Azocar","SDP",92.7614,101.227370368,693.710021972656
"685","Tanner Banks","CHW",47.3301,101.18812,999
"686","Tommy Henry","ARI",23.762,101.13055,732.559997558594
"687","Cionel Pérez","BAL",57.2222,100.96474,999
"688","Garrett Cleavinger","TBR",43.6015,100.908468,750.710021972656
"689","Jackson Merrill","SDP",51.028,100.827539707,999
"690","Sam Moll","CIN",54.562,100.77034,999
"691","Ryan Thompson","ARI",51.58,100.516535,999
"692","Ryan Borucki","PIT",49.9523,100.49525,750.400024414062
"693","Drew Thorpe","SDP",11.1148,100.2682,999
"694","Peter Lambert","COL",27.9219,99.74,999
"695","Emerson Hancock","SEA",28.4069,99.5614500000001,999
"696","Ryan Yarbrough","LAD",32.9156,99.434575,626.309997558594
"697","Carson Kelly","DET",73.5493,99.16420178,679.289978027344
"698","Mason Black","SFG",29.6583,99.12825,999
"699","Andrew Saalfrank","ARI",52.1243,98.31462,999
"700","Quinn Priester","PIT",21.7492,98.24925,730.059997558594
"701","Gabriel Arias","CLE",78.0404,98.025282604,578.460021972656
"702","Justin Topa","MIN",54.7387,97.8538,738.690002441406
"703","Paul Skenes","PIT",10.4156,97.567,323.649993896484
"704","Ian Gibaut","CIN",54.5041,97.3523,749.849975585938
"705","Jake Diekman","NYM",53.253,97.236685,999
"706","Jesse Chavez","CHW",47.4548,97.2234,739.960021972656
"707","Lenyn Sosa","CHW",63.4825,96.248534343,740.25
"708","Tyler Soderstrom","OAK",81.3549,96.218819553,494.149993896484
"709","Fernando Cruz","CIN",42.6317,96.1631,733.330017089844
"710","AJ Pollock","",54.5292,96.065468729,999
"711","JT Chargois","MIA",53.7586,95.94257,999
"712","Ken Waldichuk","OAK",21.43,95.849819,746.630004882812
"713","Jorge Mateo","BAL",60.4039,95.248553016,518.599975585938
"714","Daniel Hudson","LAD",33.779,95.19485,748.690002441406
"715","Bennett Sousa","HOU",48.4487,95.192165,999
"716","Jo Adell","LAA",68.9018,95.104445602,568.830017089844
"717","Yuli Gurriel","",50.972,95.049227085,999
"718","Génesis Cabrera","TOR",54.1243,94.84469395,999
"719","Robbie Ray","SFG",11.7338,94.80415,541.900024414062
"720","Jake Bird","COL",58.632,94.58095,999
"721","Robert Garcia","WSN",48.6679,94.3569225,999
"722","Huascar Brazoban","MIA",48.1853,94.1852785,999
"723","Freddy Fermin","KCR",54.1314,93.990025215,408.980010986328
"724","Miguel Amaya","CHC",70.4454,93.728133294,460
"725","Nick Anderson","KCR",49.4467,93.7097,564.97998046875
"726","Tony Kemp","CIN",51.3966,93.57717029,749.190002441406
"727","Jake Bauers","MIL",66.1326,93.23629994,630.650024414062
"728","Bryse Wilson","MIL",41.565,93.074615,999
"729","Dylan Floro","WSN",53.797,92.98455,749.190002441406
"730","Huascar Ynoa","ATL",26.6015,92.8328,693.599975585938
"731","Kevin Kelly","TBR",44.1623,92.595325,999
"732","Raimel Tapia","",59.5625,92.204762146,999
"733","Brennan Bernardino","BOS",52.0645,92.094209,999
"734","Brent Suter","CIN",53.8677,92.01856,750.599975585938
"735","Chris Devenski","TBR",45.9477,91.9077185,750.809997558594
"736","Zack Thompson","STL",29.0939,91.789519,630.52001953125
"737","Jacob Webb","BAL",50.6633,91.466695,999
"738","Evan Longoria","",58.558,91.359819609,999
"739","Buck Farmer","CIN",55.5494,91.315145,750.309997558594
"740","Kody Funderburk","MIN",36.669,91.21352,749.27001953125
"741","Trevor Bauer","",8.04929,91.0278,523.039978027344
"742","Drew Rasmussen","TBR",19.714,90.96845,634.47998046875
"743","Jeffrey Springs","TBR",12.7428,90.93375,499.559997558594
"744","AJ Smith-Shawver","ATL",23.8889,90.77165,423.690002441406
"745","Keynan Middleton","STL",44.7571,90.73644,750.349975585938
"746","Brandon Williamson","CIN",20.9099,90.62185,999
"747","Trent Thornton","SEA",45.9379,90.27155,999
"748","Nick Allen","OAK",67.5269,90.061823554,748.039978027344
"749","Joe Mantiply","ARI",51.9163,90.039665,999
"750","Carter Kieboom","WSN",62.0482,89.982386392,748.169982910156
"751","Tayler Saucedo","SEA",53.0328,89.825645,999
"752","Kai-Wei Teng","SFG",29.8128,89.7399,999
"753","Blake Treinen","LAD",45.2373,89.587145,728.289978027344
"754","Jorge López","NYM",48.0708,89.5747,750.72998046875
"755","Phil Bickford","NYM",47.4244,89.09063,999
"756","Edmundo Sosa","PHI",62.4284,89.08083309,746.919982910156
"757","Miguel Díaz","DET",47.1798,88.391946,999
"758","José Suarez","LAA",32.1438,88.38405,740.5
"759","Omar Narváez","NYM",63.7808,87.88621598,727.210021972656
"760","Estevan Florial","CLE",65.5155,87.870252489,621.77001953125
"761","Trevor Larnach","MIN",60.0171,87.764357784,740.789978027344
"762","Dakota Hudson","COL",25.2091,87.47995,750.169982910156
"763","Taylor Clarke","MIL",48.493,87.40801,999
"764","J.P. Feyereisen","LAD",41.2207,87.355655,999
"765","Curtis Mead","TBR",45.3774,87.3391888,491.959991455078
"766","Jose Cuas","CHC",53.1475,87.233755,999
"767","Ray Kerr","ATL",43.5991,86.709,999
"768","Dillon Tate","BAL",46.282,86.4339,749.789978027344
"769","Oswald Peraza","NYY",54.7825,85.35001145,532.380004882812
"770","Carmen Mlodzinski","PIT",47.3285,85.333755,999
"771","Owen Miller","MIL",52.2979,85.31629111,674.400024414062
"772","Adalberto Mondesi","",53.658,85.28629337,580.460021972656
"773","Greg Weissert","BOS",44.3797,85.0391195,749.27001953125
"774","Colson Montgomery","CHW",51.9359,85.034850171,999
"775","Zach Jackson","OAK",41.9832,84.8981,999
"776","Ron Marinaccio","NYY",42.9408,84.64169,999
"777","Andre Pallante","STL",51.1509,84.6197255,999
"778","Ronel Blanco","HOU",39.5646,84.51735,750.880004882812
"779","Tom Murphy","SFG",55.4626,84.299156128,498.769989013672
"780","Tyler Alexander","TBR",32.4023,84.1418,701.080017089844
"781","Travis Jankowski","TEX",55.7223,84.057902493,736.539978027344
"782","Ricky Tiedemann","TOR",12.7807,83.79755,999
"783","Jonathan Hernández","TEX",48.4654,83.7898,750.75
"784","Kyle Higashioka","SDP",63.2696,83.256542345,590.059997558594
"785","Victor González","NYY",46.0047,83.2538305,999
"786","Jimmy Lambert","CHW",46.0127,83.23725,999
"787","Jasson Domínguez","NYY",42.189,83.190158482,433.579986572266
"788","Noah Syndergaard","",15.2908,83.08065,725.419982910156
"789","Daniel Vogelbach","TOR",43.7133,83.061090556,750.900024414062
"790","Connor Brogdon","PHI",43.3134,82.98118,999
"791","Dylan Lee","ATL",37.543,82.939912,999
"792","Kyle Nelson","ARI",46.625,82.815188,750.669982910156
"793","Ben Joyce","LAA",43.4443,82.70665,649.690002441406
"794","Elvis Peguero","MIL",47.4632,82.602025,999
"795","Shintaro Fujinami","NYM",46.9563,82.59644,744.940002441406
"796","Stuart Fairchild","CIN",61.8426,82.253795876,999
"797","Dylan Moore","SEA",63.0706,82.233407729,730.130004882812
"798","Matt Mervis","CHC",47.6756,82.066332508,551.809997558594
"799","Rich Hill","",13.4312,82.0203,999
"800","Xzavion Curry","CLE",34.159,82.01689,747.27001953125
"801","Xavier Edwards","MIA",45.8937,81.99479772,575.210021972656
"802","Michael Tonkin","NYM",38.784,81.768625,999
"803","Garrett Hampson","KCR",63.2857,81.735139517,688.47998046875
"804","Yency Almonte","CHC",44.8269,81.217275,999
"805","Carlos Hernández","KCR",48.5693,81.05156,750.52001953125
"806","Tyler Mahle","TEX",13.415,80.9814,641
"807","Kevin Pillar","",53.0527,80.926871629,999
"808","Matthew Liberatore","STL",29.2501,80.83965,688.169982910156
"809","Austin Voth","SEA",38.3204,80.77575,999
"810","Carlos Carrasco","",23.3798,80.7104,750.559997558594
"811","Daniel Palencia","CHC",40.9969,80.609603,750.080017089844
"812","José Cisnero","LAA",47.5116,80.57397,999
"813","Seth Martinez","HOU",42.1193,80.52755,999
"814","Jackson Rutledge","WSN",19.1777,80.1507,999
"815","Iván Herrera","STL",50.1083,79.451373836,444.790008544922
"816","Jonathan Aranda","TBR",51.1431,79.175784398,542.900024414062
"817","Bryan Shaw","",50.0184,79.0247,733.289978027344
"818","Luke Little","CHC",35.3935,78.7931,750.72998046875
"819","Bryan Baker","BAL",39.8813,78.50641,999
"820","Jose Miranda","MIN",41.0052,78.490002218,624.669982910156
"821","Jared Jones","PIT",11.1476,78.39345,999
"822","Zach Plesac","LAA",24.9019,78.12855,750.75
"823","Reese McGuire","BOS",71.2546,77.991133712,718.289978027344
"824","Jakob Marsee","SDP",42.1892,77.970345807,999
"825","Ben Lively","CLE",33.9006,77.8235,747.650024414062
"826","George Soriano","MIA",41.88,77.639325,999
"827","Eduardo Escobar","",48.651,77.59398558,719
"828","Alex Faedo","DET",33.3157,77.56105,710.630004882812
"829","Scott Alexander","OAK",47.9656,77.52774,999
"830","Clayton Beeter","NYY",22.5723,77.37405,999
"831","Slade Cecconi","ARI",25.0699,77.3686,744.630004882812
"832","Grant Anderson","TEX",38.7881,77.355249,999
"833","Mike Baumann","BAL",39.6339,77.1257075,999
"834","Martín Maldonado","CHW",81.4653,77.123220579,648.77001953125
"835","Beau Brieske","DET",40.2563,77.06467,999
"836","Scott Effross","NYY",34.7685,76.9601,706.52001953125
"837","Josh Smith","TEX",51.8542,76.628754888,737.960021972656
"838","Chris Murphy","BOS",24.6039,76.25502,999
"839","Bobby Dalbec","BOS",67.4978,76.146260715,725.960021972656
"840","Brad Boxberger","",44.0498,76.079915,999
"841","Richie Palacios","TBR",42.2508,75.896802046,577.190002441406
"842","Eric Lauer","",10.2613,75.7068,730.539978027344
"843","Nick Nastrini","CHW",13.668,75.6622,999
"844","Cade Cavalli","WSN",18.8961,75.5615,646.330017089844
"845","Lance McCullers Jr.","HOU",11.5561,75.18025,676.710021972656
"846","Jonathan Schoop","",50.9458,75.110154506,999
"847","Nick Gonzales","PIT",56.3553,74.83522009,999
"848","Sixto Sánchez","MIA",32.1604,74.66705,738.669982910156
"849","Alex Call","WSN",43.7388,74.618127058,750.27001953125
"850","Luke Maile","CIN",62.0209,74.56501598,725.150024414062
"851","Keegan Akin","BAL",33.9541,74.477405,999
"852","Nick Mears","COL",51.2291,74.2836285,999
"853","Nate Pearson","TOR",32.9863,74.203345,737.830017089844
"854","Bowden Francis","TOR",26.1464,74.098285,735.039978027344
"855","Corey Dickerson","",46.6724,73.821237566,999
"856","Michael Grove","LAD",27.4908,73.8001,606.059997558594
"857","Jacob deGrom","TEX",4.78499,73.48328,428.850006103516
"858","James McCann","BAL",57.971,73.055815202,665.380004882812
"859","Sean Newcomb","OAK",39.3826,73.01216,999
"860","Max Stassi","CHW",60.2401,72.930066918,629.27001953125
"861","Enmanuel Valdez","BOS",41.8522,72.883449553,702.880004882812
"862","Joan Adon","WSN",37.2034,72.7687,999
"863","Jay Jackson","MIN",34.9944,72.617537,999
"864","Luke Weaver","NYY",30.085,72.54055,736.650024414062
"865","Justin Foscue","TEX",36.8416,72.06648888,999
"866","Jared Walsh","",62.7772,72.021248772,746.75
"867","Brad Hand","",43.5151,71.88625,999
"868","Joey Lucchesi","NYM",18.7828,71.65105,713.460021972656
"869","Jalen Beeks","COL",43.3192,71.63999,999
"870","Ethan Small","SFG",37.5431,71.36533,999
"871","Andrew Knizner","TEX",50.1403,71.354934993,662.289978027344
"872","Andrew Wantz","LAA",37.665,71.22667,999
"873","Oswaldo Cabrera","NYY",46.9291,71.129712356,740.330017089844
"874","Daniel Bard","COL",48.4719,70.4626,734.210021972656
"875","Gavin Stone","LAD",21.962,70.32758,495.579986572266
"876","John King","STL",44.4214,70.312825,999
"877","Nick Robertson","STL",33.656,69.9182,999
"878","Sean Reid-Foley","NYM",35.5037,69.58375,999
"879","Erik Miller","SFG",39.2391,69.5645,999
"880","Isaiah Campbell","BOS",34.4609,69.5509275,750.710021972656
"881","Adrian Morejon","SDP",28.919,69.4631,746.97998046875
"882","Jacob Stallings","COL",53.6199,69.321381132,712.380004882812
"883","Brandon Bielak","HOU",30.9724,69.0982,739.190002441406
