,Unnamed: 0,Name,Team,playerid,IP,QS,SO,WHIP,ERA,SVHD,pr,rank,position,IDFANGRAPHS
122,184,Rich Hill,BOS,4806,1.12884823729015,0.794778783780139,0.873227588121685,1.24368329721205,1.37709185111523,-0.674113734802185,4.74351602271707,140,SP,4806
123,384,Vladimir Gutierrez,CIN,19278,0.936223742888079,0.794778783780139,0.513292727510564,1.2732751520409,1.62780113986691,-0.546207404235361,4.59916414185123,141,SP,19278
124,124,Domingo Germán,NYY,17149,0.936223742888079,1.02560374428997,1.04260869899751,0.835590973642116,1.01321912953035,-0.418301073668537,4.43494521567949,142,SP,17149
125,152,Tyler Alexander,DET,17735,1.15025095889038,0.56395382327031,0.682673838386386,1.24678011922903,1.36503005795414,-0.674113734802185,4.33457506292806,144,SP,17735
126,142,Dakota Hudson,STL,19206,1.08604279408969,1.02560374428997,0.470947449791609,1.31422202093198,1.06591829450025,-0.674113734802185,4.28862056880131,145,SP,19206
127,299,Johnny Cueto,,6893,1.06464007248946,0.56395382327031,0.64032856066743,1.21305916837755,1.35157054627224,-0.546207404235361,4.28734476684163,146,SP,6893
128,186,Ross Stripling,TOR,13273,1.021834629289,0.56395382327031,0.83088231040273,1.07163762960247,1.29141688252468,-0.546207404235361,4.23351787085383,148,SP,13273
129,157,Cristian Javier,HOU,17606,0.872015578087389,0.333128862760481,1.33902564303019,0.807547529821754,0.758886126095085,-0.162488412534889,3.94811532726001,151,SP,17606
130,87,Trevor Bauer,LAD,12703,0.743599248486009,1.71807862581946,1.16964453215437,0.478252122017007,0.423433681100065,-0.674113734802185,3.85889447477473,153,SP,12703
131,232,Alec Mills,CHC,13834,0.936223742888079,0.56395382327031,0.301566338915787,1.12738042590797,1.33697215283265,-0.546207404235361,3.71988907957943,154,SP,13834
132,179,Jesús Luzardo,MIA,19959,0.872015578087389,0.333128862760481,0.809709671543252,1.0201959749872,1.04148410406234,-0.546207404235361,3.5303267872053,157,SP,19959
172,141,Garrett Whitlock,BOS,20191,0.358350259681868,-0.590170979278835,0.470947449791609,0.223452488287212,0.0193894938799835,3.0351698516357,3.51713856399754,159,RP,20191
133,107,Chris Paddack,SDP,20099,0.872015578087389,0.794778783780139,0.788537032683774,0.70122330723903,0.865526872497823,-0.546207404235361,3.47587417005279,160,SP,20099
173,149,Giovanny Gallegos,STL,14986,0.144323043679568,-0.590170979278835,0.449774810932131,-0.172940729885273,-0.204090167392162,3.80260783503665,3.42950381309208,161,RP,14986
174,113,Josh Hader,MIL,14212,0.0587121572786478,-0.590170979278835,0.957918143559596,-0.311609537978599,-0.527946725399699,3.80260783503665,3.38951089321776,162,RP,14212
134,126,Reiver Sanmartin,CIN,19754,0.743599248486009,1.02560374428997,0.513292727510564,0.828709146937733,0.815105471043324,-0.546207404235361,3.38010293403224,163,SP,19754
175,177,Blake Treinen,LAD,12572,0.101517600479108,-0.590170979278835,0.280393700056309,-0.0358203328004335,-0.23468467279217,3.80260783503665,3.32384315070063,165,RP,12572
176,252,Will Smith,ATL,8048,0.0587121572786478,-0.590170979278835,0.36508425549422,-0.0991331384807608,-0.120796497022256,3.67470150446982,3.28839730246084,167,RP,8048
135,147,Spencer Howard,TEX,23252,0.786404691686469,0.333128862760481,0.725019116105341,0.942947470230497,1.17297317972397,-0.674113734802185,3.28635958570457,168,SP,23252
177,140,Edwin Díaz,NYM,14710,0.0801148788788779,-0.590170979278835,0.746191754964819,-0.135778865681602,-0.26201783497695,3.41888884333618,3.25722779724249,169,RP,14710
178,91,Liam Hendriks,CHW,3548,0.101517600479108,-0.590170979278835,0.809709671543252,-0.335523885776331,-0.439321017709657,3.67470150446982,3.22091289372736,170,RP,3548
179,174,Scott Barlow,KCR,14993,0.122920322079338,-0.590170979278835,0.407429533213176,0.0782459448247217,-0.129596946968113,3.29098251276935,3.17981038663964,171,RP,14993
180,154,Raisel Iglesias,LAA,17130,0.0587121572786478,-0.590170979278835,0.555638005229519,-0.222145790821614,-0.305864782648367,3.546795173903,3.04296378366235,173,RP,17130
181,263,Michael Lorenzen,LAA,14843,0.593780197284399,0.102303902250652,0.322738977775265,0.729266751059392,0.666067262842605,0.604949570866053,3.01910666207837,174,RP,14843
136,180,Jake Odorizzi,HOU,6397,0.765001970086239,0.333128862760481,0.703846477245863,0.733739938417242,0.847874205253486,-0.418301073668537,2.96529038009477,177,SP,6397
182,248,Gregory Soto,DET,19677,0.101517600479108,-0.590170979278835,0.36508425549422,0.171666742336727,-0.0716692793833252,2.90726352106888,2.88369186071678,178,RP,19677
183,168,Aroldis Chapman,NYY,10233,-0.0268987291222723,-0.590170979278835,0.746191754964819,-0.137671368025308,-0.406655818204741,3.29098251276935,2.87577737310302,179,RP,10233
137,178,David Price,LAD,3184,0.765001970086239,0.333128862760481,0.576810644088997,0.834902790971678,0.781922598012181,-0.418301073668537,2.87346579225104,180,SP,3184
138,198,Martín Pérez,,6902,0.615182918884629,0.794778783780139,0.280393700056309,0.831289831951877,0.900780439633874,-0.674113734802185,2.74831193950464,183,SP,6902
186,151,Ryan Pressly,HOU,7005,0.0159067140781878,-0.590170979278835,0.301566338915787,-0.226102841176635,-0.433471306863293,3.67470150446982,2.74242943014504,184,RP,7005
187,115,Emmanuel Clase,CLE,21032,0.0801148788788779,-0.590170979278835,0.301566338915787,-0.147133879743835,-0.467016551362795,3.546795173903,2.7241549813122,185,RP,21032
139,144,Hunter Greene,CIN,sa3005315,0.636585640484859,0.56395382327031,0.703846477245863,0.697610348219229,0.778195348623348,-0.674113734802185,2.70607790304142,186,SP,sa3005315
188,217,Pierce Johnson,SDP,13435,-0.0483014507225023,-0.590170979278835,0.259221061196832,-0.106875193523192,-0.270404146101825,3.41888884333618,2.66235813490665,187,RP,13435
189,187,Lucas Sims,CIN,13470,-0.0268987291222723,-0.590170979278835,0.534465366370042,-0.158660939473677,-0.198240456545798,3.0351698516357,2.59566411358517,189,RP,13470
190,266,Paul Sewald,SEA,13892,0.0587121572786478,-0.590170979278835,0.534465366370042,-0.110316106875384,-0.157810154147478,2.77935719050206,2.51423747384905,194,RP,13892
140,165,David Peterson,NYM,20302,0.550974754083938,1.02560374428997,0.470947449791609,0.636362090550217,0.502171824439174,-0.674113734802185,2.51194612835272,195,SP,20302
191,391,Carlos Estévez,COL,14542,0.0159067140781878,-0.590170979278835,0.026322033742577,0.142418978843097,0.228581365828267,2.65145085993523,2.47450897314853,196,RP,14542
192,289,Alex Reyes,STL,15015,0.187128486880028,-0.590170979278835,0.534465366370042,0.27816301058706,0.0137468524441103,2.01191920710112,2.43525194410352,198,RP,15015
