Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Andy Pages","LAD",79.3756,319.999,286.192,70.0637,41.1409,15.8366,0.824452,12.2617,42.6188,39.3831,25.9343,0.673193,77.645,5.39196,2.34533,0.134741,3.96527,2.17354,1.1229,0.244813,0.0810451,0.242642,0.334011,0.316979,0.434443,0.325431,0.751422,0.18963,3.86654,0.291002,0.114028,-0.586704,41.361,3.92822,110.548,-0.472676,0.705558,3.4765079021453857,-1.0093474984169006,1.35593,401.8500061035156,8.32459,0.15203,0.671603,8.32459,-0.15203,4.10453,364.9,4.618987341,364.9,4.618987341,,,,,,,,,,,,,,,,,,,"Andy Pages","24816",681624
"Hyeseong Kim","LAD",109.118,438.059,401.483,106.401,80.6477,18.2324,2.39304,5.12753,52.4901,41.6864,29.3965,1.01613,74.4564,2.72343,3.16099,1.29582,6.1051,16.6396,3.0036,0.265019,0.0671063,0.169969,0.394816,0.317152,0.360667,0.297908,0.67782,0.0956481,5.95271,0.311552,-0.252299,1.22946,46.917,-4.32633,91.6149,0.977157,0,-3.3204723596572876,1.7391242980957031,1.34406,999,4.50527,0.111875,1.2018,4.50527,-0.111875,3.3976,423.1,3.881651376,423.1,3.881651376,,,,,,,,,,,,,,,,,,,"Hyeseong Kim","sa3012639",808975
"Luke Raley","SEA",118.629,454.043,405.124,92.9725,55.1247,17.0112,1.85122,18.9855,56.1233,56.3071,30.7802,0.423725,137.836,14.0092,2.77632,1.35343,5.51005,10.5791,2.43062,0.229492,0.0677914,0.303575,0.22331,0.304319,0.421211,0.315762,0.725529,0.191719,5.48976,0.294677,-0.245449,0.346178,55.1535,2.04039,112.284,0.10073,0.215084,6.482449397444725,-8.61997078359127,1.34243,301.760009765625,3.35109,0.981458,0.496599,3.35109,-0.981458,4.33787,505.4,4.247058823,505.4,4.247058823,,,,,,,,,,,,,,,,,,,"Luke Raley","19354",670042
"Josh Smith","TEX",95.9289,376.701,329.498,78.855,52.4003,16.7155,1.14088,8.5983,43.9518,37.4209,32.9499,0.613038,78.2629,10.1988,2.39727,1.65759,5.10592,6.33743,1.77636,0.239319,0.0874695,0.207759,0.421015,0.325305,0.37526,0.310437,0.700565,0.135941,4.65321,0.286722,-0.469152,-0.201223,44.144,0.078178,102.176,-0.670375,-0.350118,0.2674183249473572,-0.021144092082977295,1.32235,416.0199890136719,3.28087,2.40829,0.672594,3.28087,-2.40829,4.10321,387.8,4.039583333,387.8,4.039583333,,,,,,,,,,,,,,,,,,,"Josh Smith","26396",669701
"Jacob Young","WSN",125.332,481.291,434.392,107.404,82.7,19.2916,2.36371,3.04828,56.3763,35.8431,29.706,0.203321,91.0725,8.38803,2.26831,6.53673,9.0391,29.1744,5.91073,0.24725,0.0617214,0.189225,0.32618,0.306469,0.323595,0.281309,0.630064,0.0763453,6.73618,0.304651,-0.135124,2.48925,45.1172,-11.1833,79.3708,2.35412,4.35614,-9.518615484237671,6.2902737855911255,1.32187,301.55999755859375,4.97691,-0.561321,1.66434,4.97691,0.561321,2.78088,412.2,3.2976,412.2,3.2976,,,,,,,,,,,,,,,,,,,"Jacob Young","29931",696285
"Lourdes Gurriel Jr.","ARI",132.734,560.275,518.248,140.614,93.9237,27.8481,2.03421,16.8077,66.3006,72.7527,32.108,0.744202,100.489,5.65446,4.08621,0.178347,11.7954,5.55531,1.58033,0.271325,0.0573075,0.179357,0.319517,0.318474,0.430206,0.323797,0.748679,0.158881,4.01488,0.305665,-0.519247,-0.56243,71.681,6.14113,105.97,-1.08168,-0.310226,2.917914032936096,-8.913375437259674,1.30773,225.07000732421875,2.20051,0.295466,0.684383,2.20051,-0.295466,4.08749,643.8,4.840601503,643.8,4.840601503,,,,,,,,,,,,,,,,,,,"Lourdes Gurriel Jr.","19238",666971
"Spencer Horwitz","PIT",103.415,423.852,367.528,96.2244,63.2679,22.3455,0.791969,9.81907,48.445,45.5323,47.7007,1.56934,80.1802,5.59305,2.84545,0.185092,8.29028,2.31409,0.934523,0.261815,0.112541,0.18917,0.594919,0.352914,0.407074,0.334089,0.759988,0.145259,2.99162,0.308179,-0.611753,-0.823238,57.7381,8.15667,111.945,-1.43499,2.13076,4.619061589241028,-6.098135232925415,1.30498,321.04998779296875,3.09892,0.224165,0.763397,3.09892,-0.224165,3.98214,496.1,4.816504854,496.1,4.816504854,,,,,,,,,,,,,,,,,,,"Spencer Horwitz","26477",687462
"Ryan Mountcastle","BAL",124.567,518.517,476.25,123.705,80.5533,23.513,1.314,18.3247,59.2435,66.7754,33.7909,0.788567,120.955,2.97702,5.31238,0.186954,9.71026,2.95191,0.933968,0.259748,0.0651684,0.233271,0.279368,0.309596,0.430069,0.318922,0.739666,0.170321,3.16131,0.307876,-0.215274,-0.707606,64.3038,3.64866,110.751,-0.92288,0.576129,5.455649554729462,-10.19900369644165,1.29528,233.77999877929688,2.12713,-2.79791,0.523083,2.12713,2.79791,4.30256,576.8,4.6144,576.8,4.6144,,,,,,,,,,,,,,,,,,,"Ryan Mountcastle","18373",663624
"Ramón Urías","BAL",79.8255,298.362,269.312,66.927,44.8116,12.1061,1.2115,8.79781,34.8141,34.529,22.3546,0.0962279,64.3203,4.76665,1.49,0.438601,5.00935,1.51221,0.657432,0.248511,0.0749244,0.215578,0.347551,0.31568,0.400463,0.313697,0.716143,0.151952,3.69537,0.294052,0.115045,-0.530787,35.7466,0.84481,107.076,-0.415741,-0.455387,1.9998735785484314,0.5525106191635132,1.29081,683.3200073242188,3.16108,0.303597,0.903697,3.16108,-0.303597,3.79507,313.3,3.91625,313.3,3.91625,,,,,,,,,,,,,,,,,,,"Ramon Urias","18795",602104
"Jose Siri","NYM",103.203,393.957,359.954,74.7115,41.8535,14.5134,1.82129,16.5233,49.8534,46.5453,25.6116,0.0820773,142.491,4.45754,2.7788,1.15459,4.01229,13.6031,3.68672,0.207558,0.0650113,0.361693,0.179742,0.266752,0.39571,0.286908,0.662462,0.188151,6.47657,0.285631,0.771947,0.66049,38.7055,-7.37885,84.0475,1.43244,3.15736,-5.920604467391968,4.749991178512573,1.23472,447.8999938964844,2.4149,0.436855,0.873351,2.4149,-0.436855,3.83553,380.1,3.690291262,380.1,3.690291262,,,,,,,,,,,,,,,,,,,"Jose Siri","17452",642350
"Kyle Isbel","KCR",122.323,450.631,409.38,95.6627,62.1291,19.5584,4.92586,9.04931,56.1361,44.228,29.3803,0.335794,94.5304,4.99553,2.58362,4.29125,6.42611,12.1537,3.24599,0.233677,0.0651981,0.209773,0.310802,0.291344,0.371832,0.289924,0.663176,0.138155,6.86439,0.280862,0.85357,0.357094,45.3676,-7.34636,86.1224,1.21066,0.819014,-6.106178879737854,2.7067114114761353,1.19955,519.8300170898438,3.68204,0.167293,0.620693,3.68204,-0.167293,4.17241,416.1,3.410655737,416.1,3.410655737,,,,,,,,,,,,,,,,,,,"Kyle Isbel","21614",664728
"Kristian Campbell","BOS",69.1424,284.866,252.111,66.0457,44.3211,13.3577,1.57626,6.79072,35.6674,31.5614,26.3694,0.560988,63.1262,4.37818,1.68201,0.325712,4.86155,7.97994,1.94148,0.261971,0.0925678,0.2216,0.417725,0.340175,0.408266,0.328185,0.74844,0.146294,5.62094,0.322256,-0.314774,0.22163,37.4515,4.12844,108.847,-0.0931444,-0.91086,2.7906393706798553,-0.7923033311963081,1.18712,999,10.734,0.115161,1.18806,10.734,-0.115161,3.41591,332.1,4.813043478,332.1,4.813043478,,,,,,,,,,,,,,,,,,,"Kristian Campbell","sa3023011",692225
"Ernie Clement","TOR",90.759,336.133,316.417,82.0929,57.522,15.6122,1.60758,7.35113,36.1267,36.2183,13.1451,0.303221,32.7172,2.16597,2.42396,1.98074,5.13044,7.15317,2.01977,0.259445,0.0391069,0.0973342,0.401779,0.291496,0.388644,0.294549,0.680141,0.129199,5.0812,0.26811,-0.302604,0.040179,35.0917,-4.22844,92.3308,-0.262425,1.69431,-3.2120600044727325,3.2816590070724487,1.16443,390.0199890136719,2.30235,0.639632,1.08488,2.30235,-0.639632,3.5535,319.5,3.51098901,319.5,3.51098901,,,,,,,,,,,,,,,,,,,"Ernie Clement","20352",676391
"Michael Conforto","LAD",114.889,464.016,408.692,96.719,58.5232,18.5396,1.18316,18.473,56.244,61.092,45.4618,1.93859,109.893,6.34989,3.1174,0.394906,9.43022,1.63902,0.576739,0.236655,0.0979747,0.23683,0.413691,0.320371,0.423409,0.323095,0.74378,0.186754,3.14929,0.276055,-0.197746,-0.76129,59.1035,4.82382,108.941,-0.959036,-2.77163,3.8951846957206726,-8.090585470199585,1.1634,283.6300048828125,3.96148,-0.189667,0.398454,3.96148,0.189667,4.46873,518.2,4.506086956,518.2,4.506086956,,,,,,,,,,,,,,,,,,,"Michael Conforto","16376",624424
"Jonathan Aranda","TBR",105.122,401.419,352.278,88.0051,55.128,16.8535,0.976676,15.0469,50.6853,48.2087,39.5269,1.33754,101.269,6.40313,3.04987,0.160734,6.31635,0.632389,0.43167,0.249817,0.098468,0.252277,0.390316,0.333788,0.431343,0.332743,0.765131,0.181526,2.78013,0.305249,0.208192,-0.835387,54.2474,7.29016,115.578,-0.627195,0.898015,6.6892558336257935,-8.867284536361694,1.15635,321.1000061035156,5.10513,0.539881,0.513454,5.10513,-0.539881,4.31539,476.7,4.54,476.7,4.54,,,,,,,,,,,,,,,,,,,"Jonathan Aranda","21837",666018
"Christopher Morel","TBR",126.801,520.693,463.415,104.826,60.6419,18.8316,2.77189,22.5805,62.196,64.9299,47.32,1.26454,143.672,5.6053,3.27823,1.07406,8.10188,8.86015,3.76367,0.226203,0.0908789,0.275925,0.32936,0.30359,0.424982,0.315528,0.728572,0.198778,4.82259,0.273749,0.553123,-0.63862,63.1514,2.24174,103.736,-0.0854965,-1.16139,2.1903564408421516,-8.425700902938843,1.14775,279.8999938964844,3.49222,0.133684,0.704597,3.49222,-0.133684,4.06054,578.3,4.553543307,578.3,4.553543307,,,,,,,,,,,,,,,,,,,"Christopher Morel","21897",666624
"Victor Caratini","HOU",63.39,230.882,205.646,49.5127,35.3589,7.52854,0.280417,6.34487,24.2795,25.1225,19.3769,0.779986,46.7488,3.51369,2.09508,0.249492,5.53053,0.49732,0.435605,0.240766,0.0839255,0.202479,0.414489,0.313934,0.372662,0.302007,0.686596,0.131896,2.16072,0.279136,-0.514057,-0.530532,25.4895,-1.51854,97.774,-1.04459,0.742934,-1.6326577067375183,4.961600601673126,1.13869,559.219970703125,2.07259,0.888795,1.16343,2.07259,-0.888795,3.44875,222.6,3.533333333,222.6,3.533333333,,,,,,,,,,,,,,,,,,,"Victor Caratini","14968",605170
"Chas McCormick","HOU",109.552,414.563,370.52,87.5126,59.5632,13.7849,1.31645,12.848,49.3367,46.4161,32.6118,0.146278,109.226,6.59677,3.81609,1.0181,4.9605,11.8867,3.51242,0.236189,0.0786656,0.263473,0.298572,0.306427,0.384525,0.303243,0.690952,0.148337,5.15986,0.29598,-0.384436,0.176393,46.1806,-2.3142,98.6434,-0.208043,2.67838,-0.8515318483114243,-1.9708144664764404,1.13578,417.5400085449219,1.53614,-0.103361,0.588499,1.53614,0.103361,4.21534,421.9,3.835454545,421.9,3.835454545,,,,,,,,,,,,,,,,,,,"Chas McCormick","19599",676801
"Jace Jung","DET",97.4982,353.764,308.85,68.4194,44.1224,14.6758,1.16431,8.45689,37.198,35.7836,40.1749,0.671522,94,2.63329,1.92396,0.181707,6.34406,1.60983,0.778052,0.221529,0.113564,0.265714,0.427393,0.314573,0.358732,0.299274,0.673305,0.137203,3.11287,0.287842,-0.0746693,-0.673943,38.2777,-3.10496,95.497,-0.748612,0.209803,-2.57134348154068,1.714405044913292,1.12944,514.8499755859375,3.05166,0.661884,0.537576,3.05166,-0.661884,4.28323,326.2,3.362886597,326.2,3.362886597,,,,,,,,,,,,,,,,,,,"Jace Jung","31437",690291
"Yoán Moncada","LAA",108.039,437.57,394.229,96.091,62.8107,20.8797,1.65887,10.7418,47.279,45.2221,37.6329,0.665891,119.936,3.21879,1.93697,0.553058,8.61576,3.31914,0.893175,0.243744,0.0860043,0.274095,0.313776,0.313358,0.386866,0.307139,0.700224,0.143122,3.91846,0.321481,0.0834368,-0.510805,50.1155,-1.07068,98.0665,-0.427368,-0.73169,-1.3954072296619415,-2.308832883834839,1.12391,522.97998046875,3.21112,0.325631,0.447744,3.21112,-0.325631,4.40301,445.2,4.122222222,445.2,4.122222222,,,,,,,,,,,,,,,,,,,"Yoan Moncada","17232",660162
"LaMonte Wade Jr.","SFG",108.887,435.419,366.145,87.5723,59.3801,15.2552,1.02085,11.9161,51.4062,43.1346,59.2953,3.17631,91.2822,5.10534,2.9888,1.88492,5.60694,2.01562,0.716992,0.239174,0.13618,0.209642,0.649582,0.350544,0.384049,0.325054,0.734592,0.144875,2.92918,0.28449,-0.242908,-0.839123,56.1473,5.21279,110.288,-1.08203,0.498228,4.159283399581909,-7.903528720140457,1.1116,449.3399963378906,2.01027,0.686431,0.363059,2.01027,-0.686431,4.51592,481.8,4.420183486,481.8,4.420183486,,,,,,,,,,,,,,,,,,,"LaMonte Wade Jr.","18126",664774
"Heston Kjerstad","BAL",97.6233,371.417,332.824,83.6986,53.4663,15.7437,1.84375,12.6448,44.4067,44.513,27.6624,1.86243,97.2286,8.34964,2.40383,0.177386,4.39829,2.62945,0.616024,0.25148,0.074478,0.261778,0.284509,0.322462,0.423841,0.323606,0.746303,0.17236,4.31023,0.315298,-0.194579,-0.415106,47.4615,4.01389,114.046,-0.609685,0.110224,5.359624147415161,-6.999550402164459,1.10935,357.67999267578125,3.93468,-0.276864,0.648092,3.93468,0.276864,4.13588,428.3,4.370408163,428.3,4.370408163,,,,,,,,,,,,,,,,,,,"Heston Kjerstad","31166",677008
"Brooks Lee","MIN",107.528,427.045,392.864,95.6239,64.8298,20.6289,1.49225,8.67292,43.6238,47.8288,28.8508,1.89084,69.9751,1.52332,3.29106,0.515828,8.86676,4.8729,1.14305,0.243402,0.0675593,0.163859,0.412302,0.295403,0.369737,0.289338,0.66514,0.126334,4.10244,0.273856,-0.246936,-0.22483,42.7914,-7.16344,87.9926,-0.471766,0.325787,-6.33892622590065,2.814857453107834,1.10628,391.489990234375,3.22429,-0.667025,0.542998,3.22429,0.667025,4.276,395.5,3.662037037,395.5,3.662037037,,,,,,,,,,,,,,,,,,,"Brooks Lee","31595",686797
"Edouard Julien","MIN",88.7619,345.13,295.862,67.0738,44.2732,12.9033,0.929921,8.96741,41.5663,31.3844,44.3587,0.901776,111.019,2.59623,1.75299,0.560462,5.04635,5.25126,1.20283,0.226707,0.128528,0.321674,0.399558,0.330931,0.367534,0.311051,0.698465,0.140827,4.40565,0.327124,0.0231557,-0.149795,40.6148,0.242103,103.266,-0.12664,-0.602065,1.1630934923887253,-1.9718473553657532,1.10469,564.1500244140625,4.29854,1.25939,0.701692,4.29854,-1.25939,4.06441,354.9,3.987640449,354.9,3.987640449,,,,,,,,,,,,,,,,,,,"Edouard Julien","27534",666397
"Ceddanne Rafaela","BOS",116.567,460.735,433.343,106.06,69.137,21.2724,3.65405,11.9961,55.4592,52.9954,16.6648,0.501,114.344,5.8168,3.33457,1.57632,5.82392,16.735,5.20553,0.244747,0.0361701,0.248178,0.145743,0.279949,0.393749,0.290781,0.673698,0.149002,6.61918,0.303101,0.155231,0.519595,46.7026,-7.19331,82.5365,0.674827,1.6341,-8.531568586826324,3.7811537981033325,1.09562,184.44000244140625,3.59071,1.18279,0.664687,3.59071,-1.18279,4.11375,444.4,3.798290598,444.4,3.798290598,,,,,,,,,,,,,,,,,,,"Ceddanne Rafaela","24262",678882
"Orlando Arcia","ATL",124.953,496.108,452.377,104.109,70.2564,19.4327,0.222438,14.1972,52.0468,51.2786,36.2517,0.404051,102.152,2.63311,4.13772,0.708601,11.3651,1.3055,0.356785,0.230137,0.0730722,0.205907,0.354879,0.288643,0.368228,0.28763,0.65687,0.138091,2.2371,0.264317,-0.113249,-0.7416,49.0299,-9.00388,82.0682,-0.854848,-0.228052,-11.492886066436768,5.556787744164467,1.09317,428.239990234375,2.26727,-1.47353,0.226289,2.26727,1.47353,4.69828,436,3.488,436,3.488,,,,,,,,,,,,,,,,,,,"Orlando Arcia","13185",606115
"Isiah Kiner-Falefa","PIT",123.674,489.698,453.082,117.963,90.9581,18.2841,2.49127,6.22978,54.0576,43.7134,24.0984,0.296355,77.5023,6.96072,3.26959,2.28769,11.0175,13.9686,3.83334,0.260357,0.0492107,0.158265,0.310938,0.305743,0.352959,0.290035,0.658702,0.0926013,5.47127,0.299859,0.250389,0.280523,49.3446,-7.93938,82.2935,0.530912,-1.72783,-9.837730824947357,3.8045523166656494,1.0611,360,2.05941,-1.2137,1.00512,2.05941,1.2137,3.65984,436.2,3.517741935,436.2,3.517741935,,,,,,,,,,,,,,,,,,,"Isiah Kiner-Falefa","16512",643396
"Sal Frelick","MIL",116.015,458.259,413.608,106.294,77.9566,20.0363,3.41313,4.88803,54.649,40.1179,36.9242,0.473781,67.6896,4.02469,2.52536,1.17701,7.57757,16.483,3.03175,0.256992,0.080575,0.14771,0.545493,0.322137,0.357393,0.300766,0.67953,0.100401,6.1211,0.295166,-0.464731,1.13401,50.1345,-3.47176,91.7308,0.66928,4.00897,-3.862167477607727,-1.1450624465942383,1.05893,394.8999938964844,2.14485,1.42562,1.12463,2.14485,-1.42562,3.50049,446.7,3.850862068,446.7,3.850862068,,,,,,,,,,,,,,,,,,,"Sal Frelick","29622",686217
"Ryan O'Hearn","BAL",103.261,401.43,364.442,95.7053,62.8195,17.8819,1.80542,13.1985,48.4011,51.6281,30.88,1.62097,71.7874,2.77933,3.01161,0.317011,6.10442,2.94667,0.855619,0.262608,0.0769249,0.178829,0.430158,0.322514,0.430229,0.325182,0.752743,0.167621,3.9538,0.292093,-0.425695,-0.505855,51.8059,4.84742,115.155,-0.93155,-0.266705,6.0293015241622925,-9.223441869020462,1.05217,351.1199951171875,1.50664,0.904337,0.696765,1.50664,-0.904337,4.07098,464.3,4.50776699,464.3,4.50776699,,,,,,,,,,,,,,,,,,,"Ryan O'Hearn","16442",656811
"Nolan Schanuel","LAA",133.558,563.401,483.168,122.409,90.389,20.1839,1.30864,10.5276,65.903,52.2705,65.8771,1.18192,92.409,8.03226,4.32067,2.0035,11.5887,7.71118,1.73376,0.253347,0.116927,0.16402,0.712886,0.349696,0.365905,0.319596,0.7156,0.112557,3.9864,0.29094,-0.859969,-0.447332,70.176,4.27036,106.829,-1.3073,-1.48393,3.095215082168579,-11.789302468299866,1.04178,319.32000732421875,2.96931,-0.122255,0.4968,2.96931,0.122255,4.3376,598.9,4.469402985,598.9,4.469402985,,,,,,,,,,,,,,,,,,,"Nolan Schanuel","33189",694384
"Kyle Higashioka","TEX",81.7178,287.516,265.665,56.6315,32.6571,10.5833,0.355456,13.0356,29.9064,38.5009,17.3237,0.0953186,78.8931,0.880121,2.50947,1.13699,3.54794,1.50229,0.356011,0.213168,0.0602532,0.274396,0.219585,0.261316,0.402884,0.28594,0.6642,0.189716,2.86444,0.247358,-0.452927,-0.244392,28.0238,-5.60922,84.9439,-0.697319,0.710781,-5.650435984134674,6.1081883907318115,1.03714,395.7099914550781,2.83026,3.39819,0.776222,2.83026,-3.39819,3.96504,265.1,3.232926829,265.1,3.232926829,,,,,,,,,,,,,,,,,,,"Kyle Higashioka","5517",543309
"Jordan Lawlar","ARI",64.3317,261.921,235.073,57.532,39.3919,11.124,1.33305,5.68306,32.7565,27.283,20.7935,0.26934,64.211,3.63146,1.76141,0.662,3.17846,11.0589,2.03335,0.244741,0.0793882,0.245154,0.32383,0.313699,0.375931,0.303511,0.689631,0.13119,6.4498,0.310584,-0.566791,0.886708,29.2334,-1.40568,92.3156,0.319917,1.3283,-2.086903005838394,3.3406758308410645,1.0303,351.3399963378906,7.16821,1.04711,1.24789,7.16821,-1.04711,3.33614,274.1,4.2828125,274.1,4.2828125,,,,,,,,,,,,,,,,,,,"Jordan Lawlar","29976",691783
"Dillon Dingler","DET",65.2076,242.247,220.655,48.8269,31.0896,10.3471,1.00553,6.38454,24.2352,26.8455,16.2008,0.0780165,69.681,3.57357,1.67517,0.142782,3.57133,1.58753,0.557759,0.221282,0.0668771,0.287645,0.232499,0.283354,0.364092,0.284105,0.647446,0.142811,3.85294,0.290176,-0.0118535,-0.309215,23.2538,-5.08378,84.8268,-0.321068,1.27581,-4.526810526847839,6.307262301445007,1.01789,600.510009765625,1.13221,-2.24672,1.00391,1.13221,2.24672,3.66146,205.5,3.161538461,205.5,3.161538461,,,,,,,,,,,,,,,,,,,"Dillon Dingler","27464",693307
"Jordan Walker","STL",128.801,516.935,470.391,117.542,75.2292,24.7264,2.38344,15.2025,55.6953,58.7191,36.6086,0.484824,121.529,5.88413,3.61169,0.440023,9.21238,6.25382,2.2751,0.249881,0.0708186,0.235096,0.301233,0.309847,0.409537,0.31284,0.719383,0.159656,4.21791,0.303433,0.161069,-0.595952,61.5772,1.10715,101.887,-0.434882,-2.11992,0.706133633852005,-8.082924365997314,1.01693,277.4599914550781,2.01344,-1.21148,0.271152,2.01344,1.21148,4.63846,550.5,4.26744186,550.5,4.26744186,,,,,,,,,,,,,,,,,,,"Jordan Walker","27475",691023
"Jonny DeLuca","TBR",117.23,440.231,400.637,91.7938,58.6295,18.8944,3.06557,11.2044,47.8351,46.0456,30.6423,1.07263,89.7504,5.72672,1.81926,1.40641,3.99807,15.6231,3.63586,0.22912,0.069605,0.203871,0.341417,0.292059,0.375484,0.291801,0.667543,0.146364,5.99533,0.267294,-0.598087,0.91076,44.9856,-6.51181,87.4135,0.312673,0.450657,-6.170294880867004,1.3293649554252625,1.01489,333.55999755859375,4.18869,-1.55826,0.79239,4.18869,1.55826,3.94348,420,3.589743589,420,3.589743589,,,,,,,,,,,,,,,,,,,"Jonny DeLuca","26365",676356
"Andrew Vaughn","CHW",142.498,600.533,546.797,137.856,86.2923,28.2925,1.09613,22.1746,63.8356,77.1919,41.3036,0.203383,121.626,8.10169,4.13906,0.191215,11.4203,1.10463,0.213292,0.252114,0.0687783,0.202529,0.339597,0.311924,0.429527,0.32147,0.74145,0.177412,2.36371,0.284133,-1.0677,-0.934836,75.7066,5.45746,107.823,-2.00254,-2.44508,3.4942626953125,-13.690157175064087,1.01345,269.5899963378906,2.78289,0.729275,0.700103,2.78289,-0.729275,4.06653,668.4,4.707042253,668.4,4.707042253,,,,,,,,,,,,,,,,,,,"Andrew Vaughn","26197",683734
"Luis Campusano","SDP",83.1518,305.684,282.19,69.8929,48.0074,12.3358,0.580034,8.96962,34.0828,37.2052,18.4348,0.144036,47.6637,2.68553,2.00135,0.373008,7.81088,0.341351,0.082577,0.247681,0.0603068,0.155925,0.386769,0.2981,0.390864,0.300322,0.688964,0.143183,2.48104,0.267727,-0.220715,-0.509623,33.3333,-2.42505,93.2755,-0.730338,-1.62948,-3.1353662610054016,2.7527984380722046,1.01236,377.95001220703125,2.18392,0.0656548,0.863613,2.18392,-0.0656548,3.84852,298.1,3.591566265,298.1,3.591566265,,,,,,,,,,,,,,,,,,,"Luis Campusano","22217",669134
"Alek Thomas","ARI",83.0189,303.167,278.415,69.1288,45.4693,14.5461,2.14484,6.96863,36.0971,33.6628,19.1303,0.576525,57.0244,2.23134,1.96433,1.42592,7.82048,7.19905,1.90725,0.248294,0.0631017,0.188096,0.335477,0.299895,0.391037,0.300248,0.690932,0.142743,5.6519,0.287265,0.259239,0.144453,33.0407,-2.42314,90.1196,0.403692,1.56982,-3.178242564201355,2.850972056388855,1.00887,518.8499755859375,2.62495,0.219097,0.998559,2.62495,-0.219097,3.66859,299.8,3.612048192,299.8,3.612048192,,,,,,,,,,,,,,,,,,,"Alek Thomas","23792",677950
"Brendan Rodgers","HOU",82.4426,353.488,325.685,81.4257,55.8306,16.138,0.932931,8.52425,39.3737,37.7889,22.1934,0.418985,80.8194,3.131,1.85451,0.624659,8.33102,0.905307,0.163999,0.250014,0.0627841,0.228634,0.274605,0.302525,0.383814,0.299865,0.68634,0.1338,3.14389,0.306058,0.00955936,-0.522562,38.4159,-2.93451,92.9607,-0.513003,0.118721,-3.424355447292328,1.39098259806633,1.00636,604.0499877929688,4.25325,1.16589,0.784475,4.25325,-1.16589,3.95403,341.2,4.160975609,341.2,4.160975609,,,,,,,,,,,,,,,,,,,"Brendan Rodgers","17907",663898
"Nolan Gorman","STL",89.1479,352.847,316.979,69.2564,39.321,12.968,0.301917,16.6655,41.7178,47.5721,31.4681,1.01449,117.353,2.27522,2.00706,0.118371,3.10914,4.39146,1.14879,0.218489,0.0891832,0.332587,0.26815,0.292008,0.419034,0.307637,0.711042,0.200545,3.67407,0.284325,0.0194402,-0.155621,40.5534,-0.721997,98.3071,-0.136181,-0.148561,-0.8350640088319778,-1.429421752691269,0.980289,364.79998779296875,3.72396,0.955542,0.603713,3.72396,-0.955542,4.19505,370.7,4.165168539,370.7,4.165168539,,,,,,,,,,,,,,,,,,,"Nolan Gorman","22263",669357
"Edgar Quero","CHW",52.1461,197.257,175.449,43.0643,29.0745,8.45685,0.194179,5.33881,20.0188,22.1263,17.5423,0.228182,38.7583,2.75951,1.32774,0.17891,3.7274,1.07772,0.239033,0.245453,0.0889309,0.196486,0.452606,0.321528,0.387156,0.311985,0.708683,0.141703,2.73767,0.284336,-0.0689181,-0.269164,23.3614,0.286679,101.298,-0.338082,-1.08538,-0.038481175899505615,2.9382407665252686,0.978249,999,4.55379,0.613521,1.34149,4.55379,-0.613521,3.21134,200.9,3.863461538,200.9,3.863461538,,,,,,,,,,,,,,,,,,,"Edgar Quero","sa3015239",700337
