Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Jason Delay","PIT",26.8781,90.1044,81.4302,18.3689,13.3902,4.04385,0.0820904,0.852709,8.2122,7.3621,5.77077,0.0402453,17.8158,1.03273,0.242092,1.6286,1.36878,0.604367,0.178049,0.225578,0.0640454,0.197723,0.323914,0.284511,0.30867,0.265167,0.593181,0.0830914,3.19841,0.278017,-0.0604355,-0.110297,7.27589,-3.26436,65.5552,-0.170733,-0.00296326,-3.8820722103118896,2.0709650982171297,0.122845,999,0.939651,0.432323,1.73267,0.939651,-0.432323,2.68977,63.7,2.359259259,63.7,2.359259259,,,,,,,,,,,,,,,,,,,"Jason Delay","19806",641511
"Blake Sabol","BOS",16.9115,57.4572,51.755,11.9114,8.18324,2.20572,0.0905139,1.43194,6.12838,6.31589,4.76979,0.212403,16.9706,0.685118,0.138954,0.10834,0.68695,0.699377,0.168007,0.23015,0.0830147,0.29536,0.281063,0.302819,0.359269,0.292197,0.662088,0.129119,3.93226,0.3129,0.00651693,-0.0341302,5.88964,-0.83159,87.6858,-0.0276133,-1.17531,-0.8554395511746407,0.12959599494934082,0.122749,750.1500244140625,2.23378,0.51015,1.82795,2.23378,-0.51015,2.56273,50.3,2.958823529,50.3,2.958823529,,,,,,,,,,,,,,,,,,,"Blake Sabol","25805",666165
"Enmanuel Valdez","PIT",35.5967,121.639,110.574,24.6011,15.021,5.70011,0.0842828,3.79571,12.374,14.0189,9.83078,0.132677,29.2193,0.47325,0.540859,0.219997,1.79943,0.934529,0.31662,0.222486,0.0808195,0.240214,0.336449,0.287477,0.378543,0.291315,0.66602,0.156057,3.06507,0.266395,-0.0144472,-0.140156,12.3823,-1.8468,83.155,-0.154603,0.284403,-2.604822874069214,-0.26492950320243835,0.121965,748.97998046875,3.62057,-0.304712,1.52479,3.62057,0.304712,2.96694,115.9,3.219444444,115.9,3.219444444,,,,,,,,,,,,,,,,,,,"Enmanuel Valdez","21716",665839
"Nick Senzel","CHW",34.5105,130.594,117.162,26.4062,18.4334,4.82323,0.161726,2.98784,14.4502,12.3697,11.3352,0.123506,28.7757,1.09246,0.734505,0.269602,2.31147,1.64614,0.858649,0.225382,0.0867979,0.220345,0.393917,0.29798,0.345816,0.285695,0.643795,0.120433,3.57598,0.271887,0.135902,-0.261124,12.703,-2.57356,83.2129,-0.125223,-0.60261,-2.6902236193418503,-0.5265284106135368,0.117158,999,2.66685,0.492951,1.52599,2.66685,-0.492951,2.96534,108.3,3.094285714,108.3,3.094285714,,,,,,,,,,,,,,,,,,,"Nick Senzel","19293",669222
"César Salazar","HOU",7.01471,22.2015,19.4448,4.11904,2.9321,0.956105,0.0237132,0.207122,2.13757,2.00044,1.66463,0.0310055,4.46952,0.672402,0.226412,0.19327,0.341573,0.0540879,0.0346363,0.211832,0.0749782,0.201316,0.372441,0.293348,0.295397,0.266499,0.588744,0.0835645,2.65858,0.260889,0.0133787,-0.0445518,1.81656,-0.780533,72.7963,-0.0311731,0.563664,-0.7222330588847399,1.1049222350120544,0.115959,999,1.29602,-0.0937899,1.96812,1.29602,0.0937899,2.37584,15.3,2.185714285,15.3,2.185714285,,,,,,,,,,,,,,,,,,,"Cesar Salazar","21587",663967
"DaShawn Keirsey Jr.","MIN",22.3555,76.5531,70.1112,16.2189,11.4069,2.98907,0.445537,1.37745,7.87991,7.03176,4.89389,0.065515,19.1505,1.30759,0.190718,0.0497009,0.876516,2.71842,0.503648,0.231331,0.063928,0.250159,0.255549,0.293064,0.345614,0.282685,0.638678,0.114283,6.04008,0.298177,-0.0610333,0.201248,7.26103,-1.69401,83.3133,0.140215,0.511188,-1.3214228451251984,-0.12951165437698364,0.113709,999,2.54859,1.09297,1.81209,2.54859,-1.09297,2.58388,58.6,2.663636363,58.6,2.663636363,,,,,,,,,,,,,,,,,,,"DaShawn Keirsey Jr.","24496",680577
"Garrett Hampson","ARI",74.8923,188.692,171.217,40.4024,29.7506,7.92187,1.31672,1.41323,19.1382,14.8929,12.9783,0.116202,48.3686,1.2,1.41737,1.87975,2.79238,6.05551,1.20758,0.235973,0.0687801,0.256336,0.26832,0.292169,0.322384,0.272566,0.614553,0.0864111,6.17668,0.317367,0.158383,0.376236,16.3604,-5.71239,71.4871,0.534619,0,-5.899003565311432,0.6933125257492065,0.111327,746.27001953125,4.11968,1.01213,1.52327,4.11968,-1.01213,2.96898,141.9,1.892,141.9,1.892,,,,,,,,,,,,,,,,,,,"Garrett Hampson","19262",641658
"Cooper Bowman","CIN",9.83783,38.0427,34.6127,7.51285,5.19311,1.71388,0.0430548,0.562799,4.40368,3.55911,3.01445,0.0132241,9.91742,0.197048,0.108778,0.109685,0.529544,1.77549,0.210322,0.217055,0.0792386,0.260692,0.303955,0.282718,0.317838,0.267958,0.600556,0.100783,5.83608,0.286703,-0.0804021,0.203688,3.1574,-1.29276,63.5464,0.123286,1.19109,-1.5350523442029953,1.3429120779037476,0.110994,999,2.34774,-0.122788,1.91963,2.34774,0.122788,2.4405,37.8,3.78,37.8,3.78,,,,,,,,,,,,,,,,,,,"Cooper Bowman","sa3016966",688682
"Nelson Velázquez","KCR",42.2578,162.03,145.922,32.5874,18.4205,6.96509,0.832488,6.36933,19.3113,20.0838,13.4537,0.364928,44.8359,1.36832,1.21948,0.0665193,2.45779,2.2451,0.845712,0.22332,0.0830319,0.276713,0.300065,0.292716,0.413408,0.305463,0.706124,0.190088,4.84285,0.273286,0.102786,-0.152983,18.3389,-0.615054,96.8116,-0.0501972,-0.701487,-0.6546365469694138,-3.6722851395606995,0.110677,742.9000244140625,2.22517,0.539053,1.30177,2.22517,-0.539053,3.26431,164.2,3.909523809,164.2,3.909523809,,,,,,,,,,,,,,,,,,,"Nelson Velazquez","23359",676369
"J.D. Davis","LAA",36.144,138.637,123.511,27.8687,18.5746,4.99754,0.097207,4.1994,14.7771,14.4492,12.1463,0.0284207,42.4025,2.04065,0.881627,0.0570334,3.25434,0.154419,0.0617032,0.225637,0.0876122,0.305853,0.286452,0.303476,0.369674,0.29757,0.67315,0.144037,2.08179,0.304268,-0.0995021,-0.25245,14.8105,-1.40701,91.3352,-0.351952,0.176816,-1.726439654827118,-1.8246238976716995,0.110556,730.7999877929688,3.69615,3.35939,1.45752,3.69615,-3.35939,3.05664,126.9,3.525,126.9,3.525,,,,,,,,,,,,,,,,,,,"J.D. Davis","16219",605204
"Jeferson Quero","MIL",7.92667,29.3049,27.0496,6.28583,4.20036,1.18397,0.0454836,0.856016,3.10144,3.29147,2.03306,0.0241273,6.49101,0.105044,0.0897405,0.0274635,0.422673,0.137708,0.0628634,0.232382,0.069376,0.221499,0.313211,0.287728,0.374453,0.289732,0.662181,0.142072,3.01597,0.27434,0.0272924,-0.0477539,2.94575,-0.482279,84.3037,-0.0204616,0.0444996,-0.5705061201006174,0.6561255976557732,0.109629,742.4400024414062,1.30723,-0.211752,1.942,1.30723,0.211752,2.41067,24.9,3.1125,24.9,3.1125,,,,,,,,,,,,,,,,,,,"Jeferson Quero","sa3015407",691620
"Michael Siani","STL",64.6138,219.185,195.889,41.6975,31.7963,6.64319,1.13218,2.1259,23.8205,14.9302,17.6994,0.251253,56.2618,1.64638,0.972222,2.97762,2.96055,10.9468,2.27686,0.212863,0.080751,0.256687,0.31459,0.282337,0.290893,0.258088,0.57323,0.07803,6.65416,0.28577,-0.30085,0.865563,16.4503,-9.1895,64.2223,0.564713,1.81669,-8.610425233840942,2.327418029308319,0.105328,610.02001953125,1.75539,2.54689,1.45992,1.75539,-2.54689,3.05344,159.3,2.45076923,159.3,2.45076923,,,,,,,,,,,,,,,,,,,"Michael Siani","22557",672279
"Bryan Ramos","CHW",33.0167,125.279,114.119,25.9562,17.1946,4.93729,0.125142,3.69914,12.7704,13.3182,8.3611,0.0326663,28.3615,1.73922,0.996974,0.0628597,2.0912,1.01537,0.645534,0.227448,0.0667396,0.226386,0.294805,0.287953,0.37015,0.288591,0.658103,0.142702,3.01609,0.267978,0.126911,-0.273538,12.4782,-2.17675,85.2055,-0.146627,0.533569,-2.3151714354753494,-0.8750962615013123,0.101607,597.2000122070312,4.63604,1.72954,1.54426,4.63604,-1.72954,2.94098,112.8,3.418181818,112.8,3.418181818,,,,,,,,,,,,,,,,,,,"Bryan Ramos","25621",682868
"Weston Wilson","PHI",33.3376,112.948,101.014,22.6975,14.1726,4.33674,0.223248,3.96495,13.077,12.5191,10.1895,0.256937,33.6251,0.81926,0.801826,0.123874,1.37421,3.61262,0.84525,0.224697,0.0902142,0.297704,0.303034,0.29875,0.389805,0.300733,0.688555,0.165107,4.98822,0.291669,-0.134632,0.183479,12.3538,-0.858692,91.4911,0.0488471,-0.421981,-1.100395642220974,-1.6795713305473328,0.101349,749.239990234375,1.46966,2.78421,1.60609,1.46966,-2.78421,2.85855,114.8,3.478787878,114.8,3.478787878,,,,,,,,,,,,,,,,,,,"Weston Wilson","19358",642215
"Wade Meckler","SFG",8.54866,31.8751,29.024,7.66487,5.54239,1.69953,0.0722266,0.350718,3.86518,2.72925,2.58401,0.0220605,6.28733,0.145773,0.0818232,0.0394492,0.542896,0.246866,0.085702,0.264087,0.0810667,0.197249,0.410986,0.32651,0.363871,0.305622,0.690381,0.0997843,3.70005,0.325539,0.0351303,-0.0504501,3.61177,-0.116913,96.9211,-0.0153198,-0.0873342,-0.13014434184879065,0.0445895716547966,0.100847,999,3.83377,3.5337,1.97093,3.83377,-3.5337,2.3721,30.6,3.4,30.6,3.4,,,,,,,,,,,,,,,,,,,"Wade Meckler","31490",685133
"Petey Halpin","CLE",6.6741,25.9203,23.8549,5.26573,3.48782,1.05798,0.0471645,0.672768,2.74886,2.58583,1.88939,0.0170596,6.93181,0.0727238,0.0716758,0.0315489,0.356531,0.180927,0.101305,0.220739,0.0728922,0.267428,0.272568,0.279189,0.353651,0.278257,0.63284,0.132912,3.35063,0.281396,0.0319772,-0.0477225,2.36614,-0.665965,80.7656,-0.0157453,0.58701,-0.5862031523138285,0.6900051608681679,0.0999592,999,1.09358,-0.116382,1.95174,1.09358,0.116382,2.39768,22.3,3.185714285,22.3,3.185714285,,,,,,,,,,,,,,,,,,,"Petey Halpin","sa3014461",690984
"Reese McGuire","CHC",9.30816,33.4803,30.6849,6.63045,4.77864,1.52839,0.0381372,0.285292,2.77803,2.72354,2.22283,0.0274883,8.67911,0.157454,0.166323,0.24877,0.604102,0.220749,0.0756566,0.216082,0.0663923,0.259231,0.256113,0.271151,0.296269,0.253051,0.56742,0.0801873,3.00312,0.289908,-0.0165302,-0.0427759,2.37703,-1.53943,60.757,-0.059306,0.725824,-1.5965408310294151,1.4440463781356812,0.0994574,999,1.73304,0.523545,1.93617,1.73304,-0.523545,2.41845,20,2.222222222,20,2.222222222,,,,,,,,,,,,,,,,,,,"Reese McGuire","15674",624512
"Max Muncy","ATH",23.853,94.9316,86.0202,18.7483,12.4339,4.23366,0.0952655,1.98546,9.39888,8.86351,6.06914,0.0379838,28.2227,1.41322,0.757022,0.672065,1.29002,1.13684,0.38076,0.217953,0.0639317,0.297295,0.215045,0.278282,0.338629,0.272432,0.61691,0.120676,3.74653,0.296326,0.0266983,-0.0837293,8.22079,-2.88412,74.0895,-0.0570311,0.0105334,-2.9349359534680843,0.6941510951146483,0.0952398,999,1.61305,-0.626288,1.6706,1.61305,0.626288,2.77253,73.7,3.070833333,73.7,3.070833333,,,,,,,,,,,,,,,,,,,"Max Muncy","sa3017290",691777
"Vidal Bruján","CHC",32.0159,111.447,100.343,22.2085,16.1328,4.39922,0.384138,1.29236,12.4246,8.88019,8.98768,0.378722,22.626,1.49572,0.306245,0.314839,1.68617,3.56954,1.60065,0.221326,0.080645,0.20302,0.397228,0.29417,0.311463,0.270984,0.605633,0.0901366,5.26089,0.272592,0.17028,-0.141443,9.52114,-3.51577,73.0934,0.0288369,0.165504,-3.479636739939451,0.6595765501260757,0.0922452,715.2000122070312,3.53206,2.30756,1.66236,3.53206,-2.30756,2.78352,76.2,2.38125,76.2,2.38125,,,,,,,,,,,,,,,,,,,"Vidal Brujan","20536",660644
"Joey Gallo","CHW",60.5406,226.335,192.592,33.7682,17.0007,6.28415,0.268945,10.2144,25.9274,26.8259,30.5825,0.428996,87.2557,2.00389,1.06885,0.0872638,1.64018,1.70451,0.381297,0.175335,0.135121,0.385516,0.350493,0.293283,0.369866,0.294302,0.663149,0.194531,3.43718,0.244864,-0.051736,-0.201503,23.5839,-2.89235,89.1338,-0.253239,0.215736,-3.130766212940216,-3.5213377326726913,0.0918122,740.97998046875,3.40348,-0.602881,0.876784,3.40348,0.602881,3.83096,211.6,3.468852459,211.6,3.468852459,,,,,,,,,,,,,,,,,,,"Joey Gallo","14128",608336
"Adam Frazier","PIT",70.3728,259.87,234.617,55.2332,39.3328,11.3487,1.20142,3.3503,27.8686,22.942,18.5395,0.255906,43.2302,3.51782,1.22107,1.97522,3.33358,4.32711,1.3916,0.235419,0.0713416,0.166353,0.428856,0.299698,0.336872,0.28267,0.63657,0.101453,4.88861,0.27414,0.0941882,-0.180682,24.6453,-5.7538,77.336,-0.0864939,-0.109986,-7.129444524645805,-0.6374712511897087,0.0916094,739.760009765625,3.20525,0.194668,1.15636,3.20525,-0.194668,3.45819,212.6,3.037142857,212.6,3.037142857,,,,,,,,,,,,,,,,,,,"Adam Frazier","15223",624428
"Tim Tawa","ARI",12.8883,52.2498,48.3848,10.8764,7.273,2.06451,0.0681489,1.47074,5.78597,5.69461,3.47683,0.0069134,13.1613,0.193187,0.152179,0.0427795,0.834564,0.59704,0.157931,0.22479,0.0665424,0.251892,0.26417,0.27863,0.361465,0.280759,0.640095,0.136676,3.80997,0.277413,-0.0222381,-0.0308673,4.87486,-1.23722,77.002,-0.0531055,0.431599,-1.4900369457900524,0.6304922848939896,0.0909283,999,1.38179,-0.432352,1.83495,1.38179,0.432352,2.5534,39.7,3.053846153,39.7,3.053846153,,,,,,,,,,,,,,,,,,,"Tim Tawa","sa3016970",694374
"Garrett Stubbs","PHI",31.0815,109.485,98.0985,20.2501,14.8081,4.10444,0.291888,1.04564,11.3809,8.96685,9.75757,0.0556424,28.4014,1.00855,0.29572,0.324236,1.2268,1.57954,0.39451,0.206426,0.0891227,0.25941,0.34356,0.284134,0.286194,0.258694,0.570329,0.0797682,4.63863,0.278538,0.0905511,-0.045275,8.27047,-4.53683,63.196,0.0452761,-0.393032,-4.773192930966616,2.0052291452884674,0.090676,999,2.67575,-0.575691,1.58714,2.67575,0.575691,2.88382,71.8,2.316129032,71.8,2.316129032,,,,,,,,,,,,,,,,,,,"Garrett Stubbs","18067",596117
"Shay Whitcomb","HOU",26.3534,90.0044,82.2233,18.0061,11.5596,3.50565,0.0692481,2.87164,10.0607,10.4402,6.07625,0.20015,24.0315,0.944878,0.708577,0.0514151,1.31437,2.05635,0.629396,0.218991,0.0675106,0.267003,0.252846,0.278226,0.368085,0.282059,0.646311,0.149095,4.4916,0.27012,0.00821196,0.0112943,8.4915,-2.03704,83.7419,0.0195063,-0.508226,-1.6548134665936232,-0.5082260502021647,0.0864749,639.5900268554688,2.46517,0.204551,1.66247,2.46517,-0.204551,2.78337,80.6,3.1,80.6,3.1,,,,,,,,,,,,,,,,,,,"Shay Whitcomb","27789",694376
"Kevin Pillar",,48.9733,174.209,160.515,37.258,23.7023,7.62786,0.894029,5.03378,20.1723,20.3702,8.56661,0.0222534,39.271,3.09496,1.70552,0.326148,3.06711,4.66777,1.14325,0.232115,0.0491744,0.225425,0.218141,0.281337,0.384856,0.289446,0.666193,0.152741,5.74096,0.273281,-0.252915,0.1916,17.4716,-2.90702,85.7937,-0.061315,-0.539629,-2.9569225050508976,-2.0182926058769226,0.085629,999,2.56288,0.65731,1.36099,2.56288,-0.65731,3.18534,164.8,3.363265306,164.8,3.363265306,,,,,,,,,,,,,,,,,,,"Kevin Pillar","12434",607680
"Austin Wynns","CIN",9.41646,29.3696,27.0278,6.13469,4.80037,0.895448,0.0111825,0.427696,3.08973,3.21143,1.94075,0.0069229,7.54571,0.195724,0.0846333,0.120701,0.511222,0.0747397,0.0375473,0.226977,0.0660802,0.256923,0.257199,0.282786,0.308408,0.264135,0.591194,0.0814311,2.44683,0.298187,-0.0214895,-0.0549528,2.3472,-1.0884,60.9732,-0.0764423,0.570723,-1.4470767304301262,1.2973018288612366,0.085541,999,1.78454,0.0610481,1.93659,1.78454,-0.0610481,2.41788,15.5,1.722222222,15.5,1.722222222,,,,,,,,,,,,,,,,,,,"Austin Wynns","15271",642851
"Jose Herrera","ARI",27.4008,92.1829,82.0139,17.753,13.496,3.29717,0.13713,0.822713,9.09823,7.35468,7.88489,0.113406,21.1588,0.294519,0.34927,1.64028,1.63746,0.1847,0.110028,0.216464,0.0855353,0.229531,0.372653,0.286412,0.290105,0.259957,0.576516,0.0736407,2.48452,0.280389,-0.0603406,-0.177799,7.05715,-3.72623,63.0004,-0.23814,-0.0824412,-4.316719144582748,2.03181803971529,0.0810608,999,1.7609,1.38689,1.6802,1.7609,-1.38689,2.75974,60.9,2.255555555,60.9,2.255555555,,,,,,,,,,,,,,,,,,,"Jose Herrera","17040",645444
"Cal Stevenson","PHI",17.7165,55.1672,47.8506,10.7996,7.63521,2.14028,0.0971978,0.926942,6.77356,4.85546,6.71019,0.129683,11.988,0.110082,0.151234,0.345099,0.937307,1.96189,0.440214,0.225695,0.121634,0.217303,0.559741,0.321401,0.332601,0.294107,0.654002,0.106906,5.21356,0.281378,-0.0480413,0.101023,5.73973,-0.713628,87.0312,0.0529817,0.108188,-0.8025596961379051,-0.2745751887559891,0.0784899,999,1.12066,0.775658,1.85763,1.12066,-0.775658,2.52316,53.6,2.977777777,53.6,2.977777777,,,,,,,,,,,,,,,,,,,"Cal Stevenson","22411",670276
"Mike Brosseau","SDP",8.38614,31.5978,28.8197,6.28546,4.73187,0.790554,0.0248803,0.738159,2.92898,3.56569,2.2313,0.000299764,8.41974,0.438078,0.0835799,0.0251322,0.51405,0.0495401,0.0318412,0.218096,0.0706158,0.266466,0.265008,0.283627,0.324093,0.271418,0.607719,0.105997,2.07716,0.280942,-0.019036,-0.0613993,2.71048,-0.98577,73.3917,-0.0804353,0.631104,-1.0641351267695427,0.7605199813842773,0.0773724,999,1.67758,-0.265829,1.92295,1.67758,0.265829,2.43606,22.9,2.8625,22.9,2.8625,,,,,,,,,,,,,,,,,,,"Mike Brosseau","19683",670712
"Ronny Mauricio","NYM",23.6572,95.4045,90.027,21.8024,14.7853,4.1646,0.131096,2.72143,10.7382,10.1288,4.7576,0.301965,21.782,0.30483,0.247474,0.0676416,1.38733,3.05436,0.738423,0.242176,0.0498676,0.228312,0.218419,0.281788,0.382035,0.287651,0.663823,0.139859,4.89937,0.290112,-0.128381,0.157543,9.4304,-1.72983,84.559,0.0291617,-1.10488,-1.6944214776158333,-0.7397980988025665,0.0768896,516.3900146484375,5.14408,0.171035,1.73833,5.14408,-0.171035,2.68223,90.9,3.7875,90.9,3.7875,,,,,,,,,,,,,,,,,,,"Ronny Mauricio","23698",677595
"José Fermín","STL",17.3212,52.9101,46.8842,10.9274,7.48896,2.60578,0.13708,0.695558,6.46456,4.23818,4.93643,0.0440315,6.99217,0.600126,0.137663,0.351769,1.12585,1.28157,0.362244,0.233072,0.0932983,0.132152,0.705993,0.31325,0.339006,0.291714,0.652256,0.105934,4.97006,0.260126,-0.00455444,0.00714692,5.403,-0.786328,87.3539,0.00259249,-0.516939,-0.7802693436387926,-0.24963703751564026,0.0756993,999,3.59918,1.48793,1.87277,3.59918,-1.48793,2.50297,52.6,3.094117647,52.6,3.094117647,,,,,,,,,,,,,,,,,,,"Jose Fermin","21746",665877
"Zach Dezenzo","HOU",21.4279,81.7817,75.4167,17.7314,11.6428,3.64304,0.0755076,2.37002,9.20688,9.20207,5.79897,0.0131792,24.6109,0.321377,0.190353,0.0543035,1.62039,1.32994,0.263032,0.235112,0.070908,0.300934,0.235626,0.291845,0.379697,0.294096,0.671541,0.144585,4.13709,0.315907,-0.0843933,0.0193691,8.50806,-1.0586,92.2093,-0.0650243,-1.54351,-0.7940422892570496,-1.2128346264362335,0.0742937,482.2900085449219,5.13269,1.47155,1.73359,5.13269,-1.47155,2.68855,76.1,3.623809523,76.1,3.623809523,,,,,,,,,,,,,,,,,,,"Zach Dezenzo","31562",701305
"J.C. Escarra","NYY",8.63417,30.8174,27.8789,5.97204,3.80803,1.67342,0.0315816,0.459014,3.04827,2.78566,2.62556,0.0522567,5.85287,0.186096,0.0907371,0.0360902,0.487737,0.0875467,0.0359919,0.214213,0.0851974,0.189921,0.448594,0.285358,0.325897,0.271898,0.611255,0.111684,2.6093,0.254552,-0.00416301,-0.0489006,2.65545,-0.949515,73.722,-0.0530636,0.0197652,-1.0005597583949566,0.68598198518157,0.073555,999,1.68678,0.575643,1.92971,1.68678,-0.575643,2.42706,20.4,2.266666666,20.4,2.266666666,,,,,,,,,,,,,,,,,,,"J.C. Escarra","sa738605",641555
"Isaac Collins","MIL",18.9165,56.9418,50.4332,11.0159,7.447,2.55651,0.114253,0.898155,6.24834,5.30477,5.94467,0.150274,15.2635,0.288802,0.148386,0.126743,0.659068,2.42471,0.342136,0.218426,0.104399,0.268054,0.389471,0.303606,0.327074,0.282304,0.63068,0.108648,5.52841,0.29395,-0.21337,0.239589,5.38343,-1.27751,79.3045,0.0262185,0.484516,-1.382964987307787,0.19259491562843323,0.0728985,999,2.99163,1.18448,1.8546,2.99163,-1.18448,2.5272,51.5,2.710526315,51.5,2.710526315,,,,,,,,,,,,,,,,,,,"Isaac Collins","25477",686555
"Michael Helman","STL",21.9592,59.0505,54.4586,11.7149,7.59766,2.93479,0.0712954,1.11118,6.80914,6.28102,3.92048,0.0150285,15.1291,0.475857,0.158013,0.0376284,0.560762,0.909995,0.230665,0.215116,0.0663919,0.256206,0.259135,0.273013,0.332838,0.267898,0.60585,0.117721,4.4946,0.27631,0.0424419,-0.00596477,4.89809,-2.00953,70.9702,0.0364771,0.777962,-1.9691815041005611,0.6932424530386925,0.0714189,999,2.68647,0.192981,1.78727,2.68647,-0.192981,2.61697,45.2,2.054545454,45.2,2.054545454,,,,,,,,,,,,,,,,,,,"Michael Helman","24605",680737
"Alexander Canario","CHC",43.8147,141.915,129.327,27.0698,16.3051,5.37725,0.188832,5.19853,15.6698,16.56,10.5797,0.0599177,48.1957,1.13165,0.754531,0.122464,1.29057,2.38352,0.525407,0.209313,0.0745497,0.33961,0.219516,0.273506,0.374402,0.28322,0.647909,0.16509,4.45466,0.285201,-0.168706,0.0432664,13.5217,-3.07926,81.5109,-0.12544,-0.317578,-3.1954026222229004,-0.8513832986354828,0.0703918,747.3699951171875,1.56295,0.894422,1.38169,1.56295,-0.894422,3.15774,120.7,2.743181818,120.7,2.743181818,,,,,,,,,,,,,,,,,,,"Alexander Canario","22842",672744
"Jonatan Clase","TOR",11.7939,41.0916,37.5461,8.25864,5.70795,1.68789,0.0983502,0.764451,4.88631,3.87947,3.22738,0.015824,12.0643,0.180274,0.106994,0.0308133,0.412385,2.50894,0.649188,0.21996,0.0785412,0.293596,0.267515,0.284123,0.331235,0.27327,0.615358,0.111275,6.38214,0.301889,-0.00958625,0.167044,3.58611,-1.2207,77.3621,0.157458,0.405493,-0.9069159477949142,0.1506856083869934,0.0633691,626.2899780273438,1.96608,1.31431,1.92097,1.96608,-1.31431,2.4387,33.9,2.825,33.9,2.825,,,,,,,,,,,,,,,,,,,"Jonatan Clase","26599",682729
"Max Stassi","SFG",11.2102,30.5458,27.1197,5.47288,3.68083,0.983685,0.0523265,0.756046,2.9664,2.74823,2.776,0.000460129,8.91519,0.401888,0.183721,0.0644895,0.677201,0.0491325,0.0179342,0.201805,0.0908798,0.291863,0.311379,0.283805,0.32557,0.272772,0.609375,0.123765,2.46633,0.267512,-0.00268966,-0.0515652,2.65355,-0.919647,74.3236,-0.0542549,0,-0.9719010517001152,0.561174213886261,0.0626903,999,0.450028,-1.53754,1.92003,0.450028,1.53754,2.43997,22.3,2.027272727,22.3,2.027272727,,,,,,,,,,,,,,,,,,,"Max Stassi","10059",545358
"Nicky Lopez","CHC",19.2154,73.9028,66.4283,15.9684,13.8084,1.83174,0.220534,0.107741,7.27806,4.68867,6.07805,0.0567147,11.3663,0.421681,0.182276,0.792545,1.44957,1.08977,0.446335,0.240386,0.0822437,0.1538,0.534744,0.307318,0.279466,0.266893,0.586784,0.0390802,4.20264,0.287661,0.214122,-0.122647,6.07027,-2.57475,70.2788,0.0914752,0.317278,-2.4784291684627533,0.6138117909431458,0.0617288,745.0700073242188,5.00966,0.298709,1.85177,5.00966,-0.298709,2.53097,49.3,2.594736842,49.3,2.594736842,,,,,,,,,,,,,,,,,,,"Nicky Lopez","19339",670032
"Grant McCray","SFG",38.3638,145.514,133.366,28.8314,17.9752,6.11187,1.20841,3.53591,16.5318,13.2903,10.2174,0.0683428,51.0679,1.0767,0.72457,0.129252,2.01075,5.05382,0.992259,0.216182,0.0702155,0.350948,0.200074,0.275995,0.35967,0.278385,0.635665,0.143488,6.79903,0.318235,-0.178019,0.378427,13.2983,-3.72372,78.1843,0.200408,0.534274,-3.513775572180748,-0.7978020310401917,0.0554293,743.4600219726562,2.0229,-0.418713,1.49706,2.0229,0.418713,3.00393,129.8,3.415789473,129.8,3.415789473,,,,,,,,,,,,,,,,,,,"Grant McCray","25690",687529
"Eric Wagaman","MIA",34.7563,142.008,131.206,31.8236,20.7661,7.00553,0.583958,3.46807,15.0022,14.9325,9.19396,0.100556,29.5067,0.680331,0.850753,0.0768785,2.06587,1.72058,0.598581,0.242547,0.0647426,0.207782,0.311589,0.29379,0.384139,0.295359,0.67793,0.141592,4.34515,0.286183,-0.0273004,-0.139346,14.9179,-1.69386,85.8415,-0.166646,0.0216383,-2.570954293012619,-1.6321461834013462,0.0543138,749.02001953125,2.39568,-0.031941,1.54686,2.39568,0.031941,2.93752,133.4,3.811428571,133.4,3.811428571,,,,,,,,,,,,,,,,,,,"Eric Wagaman","23395",676572
"Nick Maton","CHW",15.7256,50.6195,44.7116,9.23454,5.59275,2.44275,0.0655912,1.13345,5.85585,5.04805,5.36594,0.0820648,13.3028,0.284641,0.195008,0.0623008,0.512004,0.0972245,0.0804773,0.206535,0.106005,0.262799,0.403371,0.294421,0.340153,0.282697,0.634574,0.133618,2.5514,0.265867,0.0289439,-0.101238,4.80171,-1.11967,81.1507,-0.0722945,-0.484238,-1.1886470317840576,0.0011208057403564453,0.0515386,999,1.92151,-0.372796,1.80738,1.92151,0.372796,2.59017,35.6,2.225,35.6,2.225,,,,,,,,,,,,,,,,,,,"Nick Maton","21635",665155
"Anthony Rizzo",,83.4322,348.142,307.6,69.4211,46.7125,12.5154,0.303504,9.8897,36.8487,36.9034,29.0169,1.33933,68.7203,9.39567,1.97945,0.149805,6.33171,1.26419,0.862824,0.225686,0.0833478,0.197392,0.422246,0.309874,0.3648,0.298511,0.674674,0.139114,2.55413,0.257746,-0.48695,-0.757884,37.4554,-3.26959,92.0291,-1.24483,-0.179651,-4.491616129875183,-6.617321327328682,0.0506627,657.7999877929688,1.80871,0.697494,0.573807,1.80871,-0.697494,4.23492,323.2,3.893975903,323.2,3.893975903,,,,,,,,,,,,,,,,,,,"Anthony Rizzo","3473",519203
